Datetime,Discharge_ML_day,QC
02/07/1997 00:00:00,9595.362,1
03/07/1997 00:00:00,5540.979,1
04/07/1997 00:00:00,3777.564,1
05/07/1997 00:00:00,2803.619,1
06/07/1997 00:00:00,2155.608,1
07/07/1997 00:00:00,1753.869,1
08/07/1997 00:00:00,1550.78,1
09/07/1997 00:00:00,1506.789,1
10/07/1997 00:00:00,1397.156,1
11/07/1997 00:00:00,1191.01,1
12/07/1997 00:00:00,1286.477,1
13/07/1997 00:00:00,1166.436,1
14/07/1997 00:00:00,1005.373,1
15/07/1997 00:00:00,939.217,1
16/07/1997 00:00:00,875.878,1
17/07/1997 00:00:00,812.186,1
18/07/1997 00:00:00,769.313,1
19/07/1997 00:00:00,733.94,1
20/07/1997 00:00:00,683.386,1
21/07/1997 00:00:00,627.181,1
22/07/1997 00:00:00,587.044,1
23/07/1997 00:00:00,555.113,1
24/07/1997 00:00:00,524.865,1
25/07/1997 00:00:00,502.794,1
26/07/1997 00:00:00,489.254,1
27/07/1997 00:00:00,478.492,1
28/07/1997 00:00:00,480.339,1
29/07/1997 00:00:00,457.908,1
30/07/1997 00:00:00,491.616,1
31/07/1997 00:00:00,646.974,1
01/08/1997 00:00:00,588.147,1
02/08/1997 00:00:00,529.567,1
03/08/1997 00:00:00,490.98,1
04/08/1997 00:00:00,463.41,1
05/08/1997 00:00:00,446.604,1
06/08/1997 00:00:00,425.914,1
07/08/1997 00:00:00,402.963,1
08/08/1997 00:00:00,414.466,1
09/08/1997 00:00:00,403.422,1
10/08/1997 00:00:00,395.673,1
11/08/1997 00:00:00,449.363,1
12/08/1997 00:00:00,546.703,1
13/08/1997 00:00:00,507.55,1
14/08/1997 00:00:00,453.674,1
15/08/1997 00:00:00,516.991,1
16/08/1997 00:00:00,672.196,1
17/08/1997 00:00:00,603.021,1
18/08/1997 00:00:00,562.026,1
19/08/1997 00:00:00,521.436,1
20/08/1997 00:00:00,483.156,1
21/08/1997 00:00:00,457.816,1
22/08/1997 00:00:00,457.649,1
23/08/1997 00:00:00,428.882,1
24/08/1997 00:00:00,404.856,1
25/08/1997 00:00:00,389.922,1
26/08/1997 00:00:00,374.195,1
27/08/1997 00:00:00,361.057,1
28/08/1997 00:00:00,373.168,1
29/08/1997 00:00:00,373.741,1
30/08/1997 00:00:00,355.89,1
31/08/1997 00:00:00,351.706,1
01/09/1997 00:00:00,343.005,1
02/09/1997 00:00:00,336.779,1
03/09/1997 00:00:00,516.202,1
04/09/1997 00:00:00,560.877,1
05/09/1997 00:00:00,561.505,1
06/09/1997 00:00:00,1028.937,1
07/09/1997 00:00:00,1028.643,1
08/09/1997 00:00:00,988.145,1
09/09/1997 00:00:00,1033.672,1
10/09/1997 00:00:00,1119.302,1
11/09/1997 00:00:00,1047.489,1
12/09/1997 00:00:00,933.169,1
13/09/1997 00:00:00,800.385,1
14/09/1997 00:00:00,725.9,1
15/09/1997 00:00:00,648.685,1
16/09/1997 00:00:00,607.635,1
17/09/1997 00:00:00,547.204,1
18/09/1997 00:00:00,534.538,1
19/09/1997 00:00:00,605.372,1
20/09/1997 00:00:00,553.674,1
21/09/1997 00:00:00,558.921,1
22/09/1997 00:00:00,589.708,1
23/09/1997 00:00:00,612.312,1
24/09/1997 00:00:00,851.685,1
25/09/1997 00:00:00,791.545,1
26/09/1997 00:00:00,705.936,1
27/09/1997 00:00:00,656.879,1
28/09/1997 00:00:00,1170.05,1
29/09/1997 00:00:00,1168.477,1
30/09/1997 00:00:00,891.717,1
01/10/1997 00:00:00,746.844,1
02/10/1997 00:00:00,634.393,1
03/10/1997 00:00:00,568.645,1
04/10/1997 00:00:00,513.567,1
05/10/1997 00:00:00,469.921,1
06/10/1997 00:00:00,437.215,1
07/10/1997 00:00:00,435.371,1
08/10/1997 00:00:00,420.07,1
09/10/1997 00:00:00,471.761,1
10/10/1997 00:00:00,469.642,1
11/10/1997 00:00:00,1292.919,1
12/10/1997 00:00:00,1222.14,1
13/10/1997 00:00:00,851.388,1
14/10/1997 00:00:00,649.344,1
15/10/1997 00:00:00,518.976,1
16/10/1997 00:00:00,441.962,1
17/10/1997 00:00:00,399.818,1
18/10/1997 00:00:00,367.015,1
19/10/1997 00:00:00,339.568,1
20/10/1997 00:00:00,309.606,1
21/10/1997 00:00:00,291.244,1
22/10/1997 00:00:00,267.094,1
23/10/1997 00:00:00,253.346,1
24/10/1997 00:00:00,250.711,1
25/10/1997 00:00:00,244.583,1
26/10/1997 00:00:00,235.296,1
27/10/1997 00:00:00,225.408,1
28/10/1997 00:00:00,212.387,1
29/10/1997 00:00:00,202.466,1
30/10/1997 00:00:00,190.405,1
31/10/1997 00:00:00,183.206,1
01/11/1997 00:00:00,186.48,1
02/11/1997 00:00:00,189.541,1
03/11/1997 00:00:00,193.769,1
04/11/1997 00:00:00,189.312,1
05/11/1997 00:00:00,211.661,1
06/11/1997 00:00:00,276.329,1
07/11/1997 00:00:00,249.68,1
08/11/1997 00:00:00,232.566,1
09/11/1997 00:00:00,211.685,1
10/11/1997 00:00:00,200.051,1
11/11/1997 00:00:00,192.872,1
12/11/1997 00:00:00,184.934,1
13/11/1997 00:00:00,172.382,1
14/11/1997 00:00:00,154.445,1
15/11/1997 00:00:00,153.679,1
16/11/1997 00:00:00,156.87,1
17/11/1997 00:00:00,179.764,1
18/11/1997 00:00:00,193.138,1
19/11/1997 00:00:00,183.684,1
20/11/1997 00:00:00,335.51,1
21/11/1997 00:00:00,296.203,1
22/11/1997 00:00:00,226.809,1
23/11/1997 00:00:00,189.733,1
24/11/1997 00:00:00,167.264,1
25/11/1997 00:00:00,146.21,1
26/11/1997 00:00:00,131.435,1
27/11/1997 00:00:00,116.69,1
28/11/1997 00:00:00,94.501,1
29/11/1997 00:00:00,77.092,1
30/11/1997 00:00:00,63.058,1
01/12/1997 00:00:00,60.115,1
02/12/1997 00:00:00,56.95,1
03/12/1997 00:00:00,50.384,1
04/12/1997 00:00:00,46.653,1
05/12/1997 00:00:00,41.687,1
06/12/1997 00:00:00,39.241,1
07/12/1997 00:00:00,35.222,1
08/12/1997 00:00:00,30.929,1
09/12/1997 00:00:00,24.904,1
10/12/1997 00:00:00,23.333,1
11/12/1997 00:00:00,20.037,1
12/12/1997 00:00:00,22.193,1
13/12/1997 00:00:00,23.916,4
14/12/1997 00:00:00,22.186,4
15/12/1997 00:00:00,20.502,4
16/12/1997 00:00:00,30.425,4
17/12/1997 00:00:00,123.034,4
18/12/1997 00:00:00,109.444,4
19/12/1997 00:00:00,92.047,1
20/12/1997 00:00:00,76.349,1
21/12/1997 00:00:00,101.601,1
22/12/1997 00:00:00,96.559,1
23/12/1997 00:00:00,76.975,1
24/12/1997 00:00:00,66.495,1
25/12/1997 00:00:00,58.835,1
26/12/1997 00:00:00,48.065,1
27/12/1997 00:00:00,41.092,1
28/12/1997 00:00:00,34.982,1
29/12/1997 00:00:00,29.219,1
30/12/1997 00:00:00,24.58,1
31/12/1997 00:00:00,19.937,1
01/01/1998 00:00:00,15.19,1
02/01/1998 00:00:00,12.288,1
03/01/1998 00:00:00,10.785,1
04/01/1998 00:00:00,9.866,1
05/01/1998 00:00:00,8.932,1
06/01/1998 00:00:00,13.18,1
07/01/1998 00:00:00,14.058,1
08/01/1998 00:00:00,12.146,1
09/01/1998 00:00:00,16.997,1
10/01/1998 00:00:00,22.749,1
11/01/1998 00:00:00,28.066,1
12/01/1998 00:00:00,32.486,1
13/01/1998 00:00:00,33.517,1
14/01/1998 00:00:00,45.785,1
15/01/1998 00:00:00,51.766,1
16/01/1998 00:00:00,48.294,1
17/01/1998 00:00:00,44.065,1
18/01/1998 00:00:00,211.293,1
19/01/1998 00:00:00,189.181,1
20/01/1998 00:00:00,140.55,1
21/01/1998 00:00:00,112.879,1
22/01/1998 00:00:00,88.403,1
23/01/1998 00:00:00,71.291,4
24/01/1998 00:00:00,59.638,4
25/01/1998 00:00:00,51.351,4
26/01/1998 00:00:00,81.903,4
27/01/1998 00:00:00,128.403,4
28/01/1998 00:00:00,113.119,4
29/01/1998 00:00:00,104.79,4
30/01/1998 00:00:00,97.163,4
31/01/1998 00:00:00,87.332,1
01/02/1998 00:00:00,88.097,1
02/02/1998 00:00:00,81.561,1
03/02/1998 00:00:00,69.951,1
04/02/1998 00:00:00,57.68,1
05/02/1998 00:00:00,49.986,1
06/02/1998 00:00:00,44.137,1
07/02/1998 00:00:00,39.647,1
08/02/1998 00:00:00,38.671,1
09/02/1998 00:00:00,42.516,1
10/02/1998 00:00:00,33.446,1
11/02/1998 00:00:00,25.74,1
12/02/1998 00:00:00,21.498,1
13/02/1998 00:00:00,17.308,1
14/02/1998 00:00:00,13.053,1
15/02/1998 00:00:00,11.781,1
16/02/1998 00:00:00,15.165,1
17/02/1998 00:00:00,14.93,1
18/02/1998 00:00:00,12.443,1
19/02/1998 00:00:00,10.449,1
20/02/1998 00:00:00,12.289,1
21/02/1998 00:00:00,16.4,1
22/02/1998 00:00:00,14.774,1
23/02/1998 00:00:00,12.987,1
24/02/1998 00:00:00,11.522,1
25/02/1998 00:00:00,9.725,1
26/02/1998 00:00:00,8.796,1
27/02/1998 00:00:00,7.676,1
28/02/1998 00:00:00,6.66,1
01/03/1998 00:00:00,5.694,1
02/03/1998 00:00:00,4.746,1
03/03/1998 00:00:00,3.906,1
04/03/1998 00:00:00,3.236,1
05/03/1998 00:00:00,3.977,1
06/03/1998 00:00:00,7.959,1
07/03/1998 00:00:00,6.31,1
08/03/1998 00:00:00,4.552,1
09/03/1998 00:00:00,3.32,1
10/03/1998 00:00:00,2.576,1
11/03/1998 00:00:00,2.269,1
12/03/1998 00:00:00,2.084,1
13/03/1998 00:00:00,3.199,1
14/03/1998 00:00:00,4.157,1
15/03/1998 00:00:00,3.939,1
16/03/1998 00:00:00,3.956,1
17/03/1998 00:00:00,9.115,1
18/03/1998 00:00:00,11.445,1
19/03/1998 00:00:00,10.371,1
20/03/1998 00:00:00,8.838,1
21/03/1998 00:00:00,7.354,1
22/03/1998 00:00:00,6.322,1
23/03/1998 00:00:00,9.943,1
24/03/1998 00:00:00,12.028,1
25/03/1998 00:00:00,10.591,1
26/03/1998 00:00:00,8.768,1
27/03/1998 00:00:00,7.581,1
28/03/1998 00:00:00,6.385,1
29/03/1998 00:00:00,5.267,1
30/03/1998 00:00:00,4.206,1
31/03/1998 00:00:00,3.275,1
01/04/1998 00:00:00,2.816,1
02/04/1998 00:00:00,2.427,1
03/04/1998 00:00:00,2.12,1
04/04/1998 00:00:00,1.828,1
05/04/1998 00:00:00,1.644,1
06/04/1998 00:00:00,1.436,1
07/04/1998 00:00:00,1.268,1
08/04/1998 00:00:00,1.048,1
09/04/1998 00:00:00,0.864,1
10/04/1998 00:00:00,0.866,1
11/04/1998 00:00:00,2.16,1
12/04/1998 00:00:00,2.361,1
13/04/1998 00:00:00,2.427,1
14/04/1998 00:00:00,3.018,1
15/04/1998 00:00:00,2.655,1
16/04/1998 00:00:00,2.23,1
17/04/1998 00:00:00,1.966,1
18/04/1998 00:00:00,1.692,1
19/04/1998 00:00:00,1.427,1
20/04/1998 00:00:00,1.19,1
21/04/1998 00:00:00,1.707,1
22/04/1998 00:00:00,2.763,1
23/04/1998 00:00:00,4.618,1
24/04/1998 00:00:00,6.421,1
25/04/1998 00:00:00,9.75,1
26/04/1998 00:00:00,10.307,1
27/04/1998 00:00:00,10.623,1
28/04/1998 00:00:00,10.537,1
29/04/1998 00:00:00,14.33,1
30/04/1998 00:00:00,18.815,1
01/05/1998 00:00:00,22.121,1
02/05/1998 00:00:00,30.33,1
03/05/1998 00:00:00,37.729,1
04/05/1998 00:00:00,35.935,1
05/05/1998 00:00:00,32.754,1
06/05/1998 00:00:00,33.637,1
07/05/1998 00:00:00,41.274,1
08/05/1998 00:00:00,40.535,1
09/05/1998 00:00:00,40.007,1
10/05/1998 00:00:00,43.541,1
11/05/1998 00:00:00,44.241,1
12/05/1998 00:00:00,43.981,1
13/05/1998 00:00:00,42.996,1
14/05/1998 00:00:00,42.501,1
15/05/1998 00:00:00,43.39,1
16/05/1998 00:00:00,46.206,1
17/05/1998 00:00:00,46.987,1
18/05/1998 00:00:00,44.458,1
19/05/1998 00:00:00,40.457,1
20/05/1998 00:00:00,37.487,1
21/05/1998 00:00:00,37.105,1
22/05/1998 00:00:00,35.649,1
23/05/1998 00:00:00,34.014,1
24/05/1998 00:00:00,31.815,1
25/05/1998 00:00:00,30.198,1
26/05/1998 00:00:00,28.471,1
27/05/1998 00:00:00,26.322,1
28/05/1998 00:00:00,24.355,1
29/05/1998 00:00:00,22.547,1
30/05/1998 00:00:00,23.988,1
31/05/1998 00:00:00,40.699,1
01/06/1998 00:00:00,45.17,1
02/06/1998 00:00:00,43.144,1
03/06/1998 00:00:00,40.259,1
04/06/1998 00:00:00,37.098,1
05/06/1998 00:00:00,34.789,1
06/06/1998 00:00:00,33.837,1
07/06/1998 00:00:00,32.621,1
08/06/1998 00:00:00,35.731,1
09/06/1998 00:00:00,139.468,1
10/06/1998 00:00:00,219.383,1
11/06/1998 00:00:00,377.17,1
12/06/1998 00:00:00,496.735,1
13/06/1998 00:00:00,494.338,1
14/06/1998 00:00:00,379.167,1
15/06/1998 00:00:00,286.74,1
16/06/1998 00:00:00,234.342,1
17/06/1998 00:00:00,200.582,1
18/06/1998 00:00:00,177.379,1
19/06/1998 00:00:00,153.005,1
20/06/1998 00:00:00,135.077,1
21/06/1998 00:00:00,124.107,1
22/06/1998 00:00:00,125.451,1
23/06/1998 00:00:00,124.369,1
24/06/1998 00:00:00,616.439,1
25/06/1998 00:00:00,6858.116,1
26/06/1998 00:00:00,5727.149,1
27/06/1998 00:00:00,3323.644,1
28/06/1998 00:00:00,1725.503,1
29/06/1998 00:00:00,1124.172,1
30/06/1998 00:00:00,832.719,1
01/07/1998 00:00:00,654.8,1
02/07/1998 00:00:00,533.25,1
03/07/1998 00:00:00,451.001,1
04/07/1998 00:00:00,386.866,1
05/07/1998 00:00:00,344.199,1
06/07/1998 00:00:00,307.212,1
07/07/1998 00:00:00,356.131,1
08/07/1998 00:00:00,322.367,1
09/07/1998 00:00:00,270.755,1
10/07/1998 00:00:00,246.621,1
11/07/1998 00:00:00,367.558,1
12/07/1998 00:00:00,372.488,1
13/07/1998 00:00:00,331.274,1
14/07/1998 00:00:00,324.391,1
15/07/1998 00:00:00,288.083,1
16/07/1998 00:00:00,259.398,1
17/07/1998 00:00:00,242.352,1
18/07/1998 00:00:00,235.365,1
19/07/1998 00:00:00,232.231,1
20/07/1998 00:00:00,226.273,1
21/07/1998 00:00:00,224.264,1
22/07/1998 00:00:00,366.669,1
23/07/1998 00:00:00,410.95,1
24/07/1998 00:00:00,381.534,1
25/07/1998 00:00:00,437.575,1
26/07/1998 00:00:00,402.322,1
27/07/1998 00:00:00,608.642,1
28/07/1998 00:00:00,800.887,1
29/07/1998 00:00:00,970.142,1
30/07/1998 00:00:00,1187.271,1
31/07/1998 00:00:00,889.554,1
01/08/1998 00:00:00,905.981,1
02/08/1998 00:00:00,808.118,1
03/08/1998 00:00:00,710.99,1
04/08/1998 00:00:00,616.552,1
05/08/1998 00:00:00,605.515,1
06/08/1998 00:00:00,850.032,1
07/08/1998 00:00:00,614.48,1
08/08/1998 00:00:00,822.492,1
09/08/1998 00:00:00,3906.519,1
10/08/1998 00:00:00,13072.611,1
11/08/1998 00:00:00,6488.628,1
12/08/1998 00:00:00,3950.701,1
13/08/1998 00:00:00,2771.13,1
14/08/1998 00:00:00,2367.281,1
15/08/1998 00:00:00,2909.652,1
16/08/1998 00:00:00,4855.814,1
17/08/1998 00:00:00,3614.419,1
18/08/1998 00:00:00,5062.63,1
19/08/1998 00:00:00,23889.012,1
20/08/1998 00:00:00,40894.922,1
21/08/1998 00:00:00,20470.063,1
22/08/1998 00:00:00,11263.809,1
23/08/1998 00:00:00,12188.34,4
24/08/1998 00:00:00,11578.46,4
25/08/1998 00:00:00,8689.125,1
26/08/1998 00:00:00,6200.126,1
27/08/1998 00:00:00,5027.219,1
28/08/1998 00:00:00,4316.533,1
29/08/1998 00:00:00,3968.745,1
30/08/1998 00:00:00,3334.56,1
31/08/1998 00:00:00,2814.593,1
01/09/1998 00:00:00,2399.292,1
02/09/1998 00:00:00,2098.765,1
03/09/1998 00:00:00,1834.838,1
04/09/1998 00:00:00,1619.226,1
05/09/1998 00:00:00,1519.169,1
06/09/1998 00:00:00,1390.792,1
07/09/1998 00:00:00,1318.396,1
08/09/1998 00:00:00,1379.997,1
09/09/1998 00:00:00,1374.183,1
10/09/1998 00:00:00,1151.253,1
11/09/1998 00:00:00,1038.476,1
12/09/1998 00:00:00,970.331,1
13/09/1998 00:00:00,1074.974,1
14/09/1998 00:00:00,999.522,1
15/09/1998 00:00:00,967.933,1
16/09/1998 00:00:00,1024.27,1
17/09/1998 00:00:00,955.07,1
18/09/1998 00:00:00,843.345,1
19/09/1998 00:00:00,860.152,1
20/09/1998 00:00:00,829.411,1
21/09/1998 00:00:00,808.137,1
22/09/1998 00:00:00,738.606,1
23/09/1998 00:00:00,817.889,1
24/09/1998 00:00:00,822.857,1
25/09/1998 00:00:00,918.525,1
26/09/1998 00:00:00,929.862,1
27/09/1998 00:00:00,1078.731,1
28/09/1998 00:00:00,1084.296,1
29/09/1998 00:00:00,997.735,1
30/09/1998 00:00:00,877.431,1
01/10/1998 00:00:00,791.43,1
02/10/1998 00:00:00,713.932,1
03/10/1998 00:00:00,648.9,1
04/10/1998 00:00:00,597.757,1
05/10/1998 00:00:00,543.841,1
06/10/1998 00:00:00,500.187,1
07/10/1998 00:00:00,634.095,1
08/10/1998 00:00:00,624.213,1
09/10/1998 00:00:00,963.599,1
10/10/1998 00:00:00,1182.85,1
11/10/1998 00:00:00,980.808,1
12/10/1998 00:00:00,861.355,1
13/10/1998 00:00:00,793.049,1
14/10/1998 00:00:00,766.621,1
15/10/1998 00:00:00,687.369,1
16/10/1998 00:00:00,646.793,1
17/10/1998 00:00:00,631.959,1
18/10/1998 00:00:00,573.023,1
19/10/1998 00:00:00,527.327,1
20/10/1998 00:00:00,509.731,1
21/10/1998 00:00:00,560.757,1
22/10/1998 00:00:00,1406.038,1
23/10/1998 00:00:00,1112.436,1
24/10/1998 00:00:00,934.1,1
25/10/1998 00:00:00,825.597,1
26/10/1998 00:00:00,752.404,1
27/10/1998 00:00:00,670.79,1
28/10/1998 00:00:00,617.453,1
29/10/1998 00:00:00,578.779,1
30/10/1998 00:00:00,547.143,1
31/10/1998 00:00:00,534.776,1
01/11/1998 00:00:00,499.706,1
02/11/1998 00:00:00,467.198,1
03/11/1998 00:00:00,431.074,1
04/11/1998 00:00:00,413.264,1
05/11/1998 00:00:00,389.26,1
06/11/1998 00:00:00,369.097,1
07/11/1998 00:00:00,352.966,1
08/11/1998 00:00:00,397.164,1
09/11/1998 00:00:00,513.688,1
10/11/1998 00:00:00,411.661,1
11/11/1998 00:00:00,398.469,1
12/11/1998 00:00:00,462.323,1
13/11/1998 00:00:00,707.767,1
14/11/1998 00:00:00,1026.601,1
15/11/1998 00:00:00,1004.003,1
16/11/1998 00:00:00,1149.622,1
17/11/1998 00:00:00,917.07,1
18/11/1998 00:00:00,721.546,1
19/11/1998 00:00:00,639.699,1
20/11/1998 00:00:00,537.219,1
21/11/1998 00:00:00,461.463,1
22/11/1998 00:00:00,414.467,1
23/11/1998 00:00:00,407.648,1
24/11/1998 00:00:00,384.945,1
25/11/1998 00:00:00,362.412,1
26/11/1998 00:00:00,417.527,1
27/11/1998 00:00:00,534.238,1
28/11/1998 00:00:00,472.786,1
29/11/1998 00:00:00,435.798,1
30/11/1998 00:00:00,436.263,1
01/12/1998 00:00:00,380.994,1
02/12/1998 00:00:00,320.765,1
03/12/1998 00:00:00,276.868,1
04/12/1998 00:00:00,248.598,1
05/12/1998 00:00:00,231.007,1
06/12/1998 00:00:00,211.865,1
07/12/1998 00:00:00,195.723,1
08/12/1998 00:00:00,184.091,1
09/12/1998 00:00:00,172.472,1
10/12/1998 00:00:00,156.371,1
11/12/1998 00:00:00,148.764,1
12/12/1998 00:00:00,138.553,1
13/12/1998 00:00:00,135.005,1
14/12/1998 00:00:00,130.756,1
15/12/1998 00:00:00,154.331,1
16/12/1998 00:00:00,915.216,1
17/12/1998 00:00:00,1653.707,1
18/12/1998 00:00:00,1307.38,1
19/12/1998 00:00:00,868.406,1
20/12/1998 00:00:00,655.328,1
21/12/1998 00:00:00,498.826,1
22/12/1998 00:00:00,392.657,1
23/12/1998 00:00:00,308.764,1
24/12/1998 00:00:00,252.183,1
25/12/1998 00:00:00,219.712,1
26/12/1998 00:00:00,204.105,1
27/12/1998 00:00:00,213.119,1
28/12/1998 00:00:00,269.689,1
29/12/1998 00:00:00,206.69,1
30/12/1998 00:00:00,179,1
31/12/1998 00:00:00,158.543,1
01/01/1999 00:00:00,135.055,1
02/01/1999 00:00:00,133.013,1
03/01/1999 00:00:00,159.182,1
04/01/1999 00:00:00,151.755,1
05/01/1999 00:00:00,149.716,1
06/01/1999 00:00:00,132.281,1
07/01/1999 00:00:00,125.38,1
08/01/1999 00:00:00,110.828,1
09/01/1999 00:00:00,129.02,1
10/01/1999 00:00:00,155.743,1
11/01/1999 00:00:00,139.114,1
12/01/1999 00:00:00,151.097,1
13/01/1999 00:00:00,147.15,1
14/01/1999 00:00:00,216.127,1
15/01/1999 00:00:00,237.545,1
16/01/1999 00:00:00,196.204,1
17/01/1999 00:00:00,172.013,1
18/01/1999 00:00:00,161.889,1
19/01/1999 00:00:00,333.607,1
20/01/1999 00:00:00,238.81,1
21/01/1999 00:00:00,174.399,1
22/01/1999 00:00:00,140.018,1
23/01/1999 00:00:00,149.458,1
24/01/1999 00:00:00,195.697,1
25/01/1999 00:00:00,254.515,1
26/01/1999 00:00:00,315.656,1
27/01/1999 00:00:00,555.916,1
28/01/1999 00:00:00,679.236,1
29/01/1999 00:00:00,515.756,1
30/01/1999 00:00:00,451.325,1
31/01/1999 00:00:00,462.616,1
01/02/1999 00:00:00,581.515,1
02/02/1999 00:00:00,790.576,1
03/02/1999 00:00:00,637.733,1
04/02/1999 00:00:00,522.278,1
05/02/1999 00:00:00,430.466,1
06/02/1999 00:00:00,348.219,1
07/02/1999 00:00:00,291.258,1
08/02/1999 00:00:00,244.267,1
09/02/1999 00:00:00,208.333,1
10/02/1999 00:00:00,186.29,1
11/02/1999 00:00:00,172.07,1
12/02/1999 00:00:00,153.057,1
13/02/1999 00:00:00,141.834,1
14/02/1999 00:00:00,134.306,1
15/02/1999 00:00:00,184.057,1
16/02/1999 00:00:00,207.973,1
17/02/1999 00:00:00,187.617,1
18/02/1999 00:00:00,163.816,1
19/02/1999 00:00:00,142.021,1
20/02/1999 00:00:00,122.824,1
21/02/1999 00:00:00,101.475,1
22/02/1999 00:00:00,89.275,1
23/02/1999 00:00:00,86.481,1
24/02/1999 00:00:00,89.598,1
25/02/1999 00:00:00,87.418,1
26/02/1999 00:00:00,85.589,1
27/02/1999 00:00:00,84.186,1
28/02/1999 00:00:00,102.957,1
01/03/1999 00:00:00,111.69,1
02/03/1999 00:00:00,107.429,1
03/03/1999 00:00:00,112.679,1
04/03/1999 00:00:00,134.516,1
05/03/1999 00:00:00,130.492,1
06/03/1999 00:00:00,115.841,1
07/03/1999 00:00:00,106.104,1
08/03/1999 00:00:00,123.169,1
09/03/1999 00:00:00,133.073,1
10/03/1999 00:00:00,117.053,1
11/03/1999 00:00:00,103.152,1
12/03/1999 00:00:00,94.837,1
13/03/1999 00:00:00,86.262,1
14/03/1999 00:00:00,74.323,1
15/03/1999 00:00:00,69.415,1
16/03/1999 00:00:00,67.644,1
17/03/1999 00:00:00,60.762,1
18/03/1999 00:00:00,54.567,1
19/03/1999 00:00:00,50.416,1
20/03/1999 00:00:00,53.163,1
21/03/1999 00:00:00,64.53,1
22/03/1999 00:00:00,68.882,1
23/03/1999 00:00:00,72.146,1
24/03/1999 00:00:00,68.222,1
25/03/1999 00:00:00,67.643,1
26/03/1999 00:00:00,62.749,1
27/03/1999 00:00:00,65.722,1
28/03/1999 00:00:00,71.184,1
29/03/1999 00:00:00,108.324,1
30/03/1999 00:00:00,113.507,1
31/03/1999 00:00:00,108.5,1
01/04/1999 00:00:00,106.274,1
02/04/1999 00:00:00,106.905,1
03/04/1999 00:00:00,154.104,1
04/04/1999 00:00:00,162.196,1
05/04/1999 00:00:00,147.021,1
06/04/1999 00:00:00,180.143,1
07/04/1999 00:00:00,159.585,1
08/04/1999 00:00:00,136.774,1
09/04/1999 00:00:00,121.068,1
10/04/1999 00:00:00,103.69,1
11/04/1999 00:00:00,92.658,1
12/04/1999 00:00:00,92.858,1
13/04/1999 00:00:00,115.937,1
14/04/1999 00:00:00,109.637,1
15/04/1999 00:00:00,101.229,1
16/04/1999 00:00:00,90.499,1
17/04/1999 00:00:00,78.241,1
18/04/1999 00:00:00,68.792,1
19/04/1999 00:00:00,60.252,1
20/04/1999 00:00:00,55.968,1
21/04/1999 00:00:00,54.994,1
22/04/1999 00:00:00,56.521,1
23/04/1999 00:00:00,53.203,1
24/04/1999 00:00:00,50.489,1
25/04/1999 00:00:00,48.534,1
26/04/1999 00:00:00,47.924,1
27/04/1999 00:00:00,55.237,1
28/04/1999 00:00:00,57.238,1
29/04/1999 00:00:00,55.245,1
30/04/1999 00:00:00,52.897,1
01/05/1999 00:00:00,51.659,1
02/05/1999 00:00:00,54.308,1
03/05/1999 00:00:00,54.099,1
04/05/1999 00:00:00,52.715,1
05/05/1999 00:00:00,60.61,1
06/05/1999 00:00:00,68.217,1
07/05/1999 00:00:00,89.628,1
08/05/1999 00:00:00,95.263,1
09/05/1999 00:00:00,90.654,1
10/05/1999 00:00:00,102.132,1
11/05/1999 00:00:00,98.208,1
12/05/1999 00:00:00,91.228,1
13/05/1999 00:00:00,81.194,1
14/05/1999 00:00:00,76.574,1
15/05/1999 00:00:00,73.748,1
16/05/1999 00:00:00,70.033,1
17/05/1999 00:00:00,65.055,1
18/05/1999 00:00:00,64.657,1
19/05/1999 00:00:00,67.104,1
20/05/1999 00:00:00,70.303,1
21/05/1999 00:00:00,71.458,1
22/05/1999 00:00:00,71.033,1
23/05/1999 00:00:00,66.407,1
24/05/1999 00:00:00,73.292,1
25/05/1999 00:00:00,84.514,1
26/05/1999 00:00:00,84.945,1
27/05/1999 00:00:00,81.392,1
28/05/1999 00:00:00,77.983,1
29/05/1999 00:00:00,74.837,1
30/05/1999 00:00:00,70.654,1
31/05/1999 00:00:00,67.637,1
01/06/1999 00:00:00,71.592,1
02/06/1999 00:00:00,75.231,1
03/06/1999 00:00:00,77.715,1
04/06/1999 00:00:00,77.959,1
05/06/1999 00:00:00,76.311,1
06/06/1999 00:00:00,88.281,1
07/06/1999 00:00:00,139.239,1
08/06/1999 00:00:00,134.222,1
09/06/1999 00:00:00,121.136,1
10/06/1999 00:00:00,113.978,1
11/06/1999 00:00:00,116.431,1
12/06/1999 00:00:00,103.661,1
13/06/1999 00:00:00,97.692,1
14/06/1999 00:00:00,102.891,1
15/06/1999 00:00:00,112.849,1
16/06/1999 00:00:00,115.599,1
17/06/1999 00:00:00,134.213,1
18/06/1999 00:00:00,148.014,1
19/06/1999 00:00:00,137.836,1
20/06/1999 00:00:00,135.653,1
21/06/1999 00:00:00,137.938,1
22/06/1999 00:00:00,138.697,1
23/06/1999 00:00:00,134.222,1
24/06/1999 00:00:00,127.101,1
25/06/1999 00:00:00,140.133,1
26/06/1999 00:00:00,166.268,1
27/06/1999 00:00:00,157.564,1
28/06/1999 00:00:00,143.385,1
29/06/1999 00:00:00,137.138,1
30/06/1999 00:00:00,134.205,1
01/07/1999 00:00:00,134.476,1
02/07/1999 00:00:00,129.287,1
03/07/1999 00:00:00,133.022,1
