"Datetime","Discharge (Ml/Day) Mean","QC","Discharge (Ml/Day) Minimum","QC","Discharge (Ml/Day) Maximum","QC"
06/08/1993 00:00:00,      74.662,      1,      73.782,      1,      75.433,      1
07/08/1993 00:00:00,      81.989,      1,      75.215,      1,      87.607,      1
08/08/1993 00:00:00,      76.714,      1,      70.939,      1,      85.712,      1
09/08/1993 00:00:00,      68.342,      1,      66.853,      1,      70.939,      1
10/08/1993 00:00:00,      65.685,      1,      64.785,      1,      66.853,      1
11/08/1993 00:00:00,      63.133,      1,      62.754,      1,      64.785,      1
12/08/1993 00:00:00,      62.862,      1,      62.754,      1,      63.897,      1
13/08/1993 00:00:00,      63.601,      1,      61.753,      1,      65.298,      1
14/08/1993 00:00:00,      59.297,      1,      57.841,      1,      61.753,      1
15/08/1993 00:00:00,      56.997,      1,      56.343,      1,      57.841,      1
16/08/1993 00:00:00,      56.127,      1,      54.869,      1,      57.477,      1
17/08/1993 00:00:00,      68.600,      1,      57.477,      1,     100.900,      1
18/08/1993 00:00:00,      87.717,      1,      75.344,      1,     101.563,      1
19/08/1993 00:00:00,      67.714,      1,      63.102,      1,      75.344,      1
20/08/1993 00:00:00,      58.715,      1,      56.190,      1,      63.102,      1
21/08/1993 00:00:00,      54.234,      1,      53.418,      1,      56.190,      1
22/08/1993 00:00:00,      52.608,      1,      51.990,      1,      53.418,      1
23/08/1993 00:00:00,      51.397,      1,      50.121,      1,      51.990,      1
24/08/1993 00:00:00,      49.541,      1,      48.292,      1,      50.121,      1
25/08/1993 00:00:00,      48.006,      1,      47.392,      1,      48.292,      1
26/08/1993 00:00:00,      47.110,      1,      46.503,      1,      47.392,      1
27/08/1993 00:00:00,      46.503,      1,      46.503,      1,      46.503,      1
28/08/1993 00:00:00,      46.438,      1,      45.826,      1,      46.503,      1
29/08/1993 00:00:00,      48.112,      1,      45.624,      1,      54.438,      1
30/08/1993 00:00:00,      60.163,      1,      54.438,      1,      63.259,      1
31/08/1993 00:00:00,      62.614,      1,      60.270,      1,      64.785,      1
01/09/1993 00:00:00,      58.708,      1,      56.840,      1,      62.072,      1
02/09/1993 00:00:00,      56.916,      1,      55.358,      1,      61.224,      1
03/09/1993 00:00:00,     262.500,      1,      61.224,      1,     593.903,      1
04/09/1993 00:00:00,     230.521,      1,     164.229,      1,     362.991,      1
05/09/1993 00:00:00,     123.330,      1,      93.147,      1,     164.229,      1
06/09/1993 00:00:00,      83.328,      1,      76.797,      1,      93.147,      1
07/09/1993 00:00:00,      71.950,      1,      68.793,      1,      76.797,      1
08/09/1993 00:00:00,      65.652,      1,      63.219,      1,      68.793,      1
09/09/1993 00:00:00,      63.116,      1,      60.762,      1,      81.143,      1
10/09/1993 00:00:00,     292.456,      1,      81.143,      1,     380.684,      1
11/09/1993 00:00:00,     201.655,      1,     158.120,      1,     276.057,      1
12/09/1993 00:00:00,     132.305,      1,     111.012,      1,     158.120,      1
13/09/1993 00:00:00,      98.630,      1,      90.034,      1,     111.012,      1
14/09/1993 00:00:00,     101.994,      1,      87.002,      1,     146.240,      1
15/09/1993 00:00:00,     575.352,      1,     144.225,      1,    1106.124,      1
16/09/1993 00:00:00,     759.922,      1,     519.827,      1,    1036.917,      1
17/09/1993 00:00:00,     390.476,      1,     300.414,      1,     519.827,      1
18/09/1993 00:00:00,     260.188,      1,     236.570,      1,     300.414,      1
19/09/1993 00:00:00,     224.542,      1,     203.914,      1,     236.570,      1
20/09/1993 00:00:00,     188.010,      1,     181.863,      1,     203.914,      1
21/09/1993 00:00:00,     178.723,      1,     173.987,      1,     181.863,      1
22/09/1993 00:00:00,     159.438,      1,     149.130,      1,     173.987,      1
23/09/1993 00:00:00,     133.420,      1,     124.824,      1,     149.130,      1
24/09/1993 00:00:00,     115.830,      1,     110.736,      1,     124.824,      1
25/09/1993 00:00:00,     107.084,      1,     103.824,      1,     110.736,      1
26/09/1993 00:00:00,      98.873,      1,      94.039,      1,     103.824,      1
27/09/1993 00:00:00,      90.493,      1,      88.214,      1,      94.039,      1
28/09/1993 00:00:00,      85.110,      1,      82.404,      1,      88.214,      1
29/09/1993 00:00:00,      79.863,      1,      78.230,      1,      82.404,      1
30/09/1993 00:00:00,      76.710,      1,      75.433,      1,      78.230,      1
01/10/1993 00:00:00,      73.856,      1,      73.237,      1,      75.433,      1
02/10/1993 00:00:00,      71.586,      1,      70.152,      1,      73.237,      1
03/10/1993 00:00:00,      70.320,      1,      70.014,      1,      72.813,      1
04/10/1993 00:00:00,     112.295,      1,      72.813,      1,     351.733,      1
05/10/1993 00:00:00,     805.906,      1,     324.860,      1,    1654.686,      1
06/10/1993 00:00:00,     867.651,      1,     518.188,      1,    1450.045,      1
07/10/1993 00:00:00,     355.968,      1,     262.722,      1,     518.188,      1
08/10/1993 00:00:00,     222.086,      1,     188.452,      1,     262.722,      1
09/10/1993 00:00:00,     171.081,      1,     159.484,      1,     188.452,      1
10/10/1993 00:00:00,     147.236,      1,     137.253,      1,     159.484,      1
11/10/1993 00:00:00,     128.020,      1,     121.698,      1,     137.253,      1
12/10/1993 00:00:00,     115.030,      1,     108.681,      1,     121.698,      1
13/10/1993 00:00:00,     107.277,      1,     105.263,      1,     108.681,      1
14/10/1993 00:00:00,     103.042,      1,     101.116,      1,     105.263,      1
15/10/1993 00:00:00,      97.003,      1,      93.161,      1,     101.116,      1
16/10/1993 00:00:00,      91.311,      1,      90.050,      1,      93.161,      1
17/10/1993 00:00:00,      91.145,      1,      90.050,      1,      95.304,      1
18/10/1993 00:00:00,     103.332,      1,      95.304,      1,     106.765,      1
19/10/1993 00:00:00,     104.566,      1,     102.227,      1,     105.487,      1
20/10/1993 00:00:00,     103.479,      1,      98.474,      1,     105.487,      1
21/10/1993 00:00:00,      91.583,      1,      85.784,      1,      98.474,      1
22/10/1993 00:00:00,      79.999,      1,      75.711,      1,      85.784,      1
23/10/1993 00:00:00,      73.793,      1,      72.694,      1,      75.711,      1
24/10/1993 00:00:00,      72.690,      1,      72.514,      1,      72.694,      1
25/10/1993 00:00:00,      70.996,      1,      70.545,      1,      72.514,      1
26/10/1993 00:00:00,      70.281,      1,      68.958,      1,      70.545,      1
27/10/1993 00:00:00,      66.444,      1,      65.020,      1,      68.958,      1
28/10/1993 00:00:00,      65.435,      1,      64.785,      1,      66.853,      1
29/10/1993 00:00:00,      63.777,      1,      62.004,      1,      66.594,      1
30/10/1993 00:00:00,      60.025,      1,      58.890,      1,      62.004,      1
31/10/1993 00:00:00,      56.393,      1,      55.849,      1,      58.890,      1
01/11/1993 00:00:00,      54.872,      1,      54.383,      1,      55.849,      1
02/11/1993 00:00:00,      54.702,      1,      54.383,      1,      54.869,      1
03/11/1993 00:00:00,      65.425,      1,      53.418,      1,     102.893,      1
04/11/1993 00:00:00,      93.921,      1,      83.425,      1,     109.347,      1
05/11/1993 00:00:00,      81.118,      1,      76.545,      1,      93.916,      1
06/11/1993 00:00:00,      71.402,      1,      63.455,      1,      80.511,      1
07/11/1993 00:00:00,      58.081,      1,      54.087,      1,      63.455,      1
08/11/1993 00:00:00,      51.283,      1,      49.202,      1,      54.087,      1
09/11/1993 00:00:00,      48.566,      1,      47.392,      1,      49.202,      1
10/11/1993 00:00:00,      47.392,      1,      47.392,      1,      47.392,      1
11/11/1993 00:00:00,      47.392,      1,      47.392,      1,      47.392,      1
12/11/1993 00:00:00,      47.392,      1,      47.392,      1,      47.392,      1
13/11/1993 00:00:00,      45.342,      1,      43.761,      1,      47.392,      1
14/11/1993 00:00:00,      74.224,      1,      45.303,      1,     110.480,      1
15/11/1993 00:00:00,     155.184,      1,     110.480,      1,     177.552,      1
16/11/1993 00:00:00,     117.090,      1,      82.268,      1,     163.665,      1
17/11/1993 00:00:00,      68.455,      1,      60.200,      1,      82.268,      1
18/11/1993 00:00:00,      55.992,      1,      52.464,      1,      60.200,      1
19/11/1993 00:00:00,      64.960,      1,      56.286,      1,      73.019,      1
20/11/1993 00:00:00,      95.268,      1,      73.019,      1,     105.487,      1
21/11/1993 00:00:00,      71.325,      1,      62.187,      1,      84.959,      1
22/11/1993 00:00:00,      70.873,      1,      60.762,      1,      81.670,      1
23/11/1993 00:00:00,      61.863,      1,      58.807,      1,      68.229,      1
24/11/1993 00:00:00,      53.202,      1,      46.737,      1,      60.270,      1
25/11/1993 00:00:00,      42.502,      1,      39.932,      1,      46.737,      1
26/11/1993 00:00:00,      52.418,      1,      39.932,      1,      65.814,      1
27/11/1993 00:00:00,      48.807,      1,      45.870,      1,      52.256,      1
28/11/1993 00:00:00,      41.153,      1,      36.748,      1,      45.870,      1
29/11/1993 00:00:00,      34.770,      1,      33.127,      1,      36.748,      1
30/11/1993 00:00:00,      32.097,      1,      30.830,      1,      33.127,      1
01/12/1993 00:00:00,      30.154,      1,      29.260,      1,      30.830,      1
02/12/1993 00:00:00,      28.402,      1,      27.664,      1,      29.260,      1
03/12/1993 00:00:00,      27.571,      1,      27.478,      1,      27.664,      1
04/12/1993 00:00:00,      27.770,      1,      27.373,      1,      28.769,      1
05/12/1993 00:00:00,      30.794,      1,      28.769,      1,      31.522,      1
06/12/1993 00:00:00,      30.821,      1,      29.648,      1,      31.622,      1
07/12/1993 00:00:00,      29.181,      1,      28.118,      1,      29.648,      1
08/12/1993 00:00:00,      27.574,      1,      26.641,      1,      28.118,      1
09/12/1993 00:00:00,      26.416,      1,      26.280,      1,      26.641,      1
10/12/1993 00:00:00,      26.077,      1,      25.217,      1,      26.280,      1
11/12/1993 00:00:00,      25.019,      1,      24.183,      1,      25.217,      1
12/12/1993 00:00:00,      23.613,      1,      22.521,      1,      24.183,      1
13/12/1993 00:00:00,      21.978,      1,      20.938,      1,      22.521,      1
14/12/1993 00:00:00,      21.702,      1,      20.938,      1,      23.022,      1
15/12/1993 00:00:00,      45.200,      1,      23.022,      1,     100.243,      1
16/12/1993 00:00:00,      63.634,      1,      47.108,      1,      87.567,      1
17/12/1993 00:00:00,      37.726,      1,      31.759,      1,      47.108,      1
18/12/1993 00:00:00,      28.128,      1,      24.993,      1,      31.759,      1
19/12/1993 00:00:00,      23.537,      1,      21.562,      1,      24.993,      1
20/12/1993 00:00:00,      20.831,      1,      19.136,      1,      21.562,      1
21/12/1993 00:00:00,      18.577,      1,      17.461,      1,      19.136,      1
22/12/1993 00:00:00,      17.919,      1,      17.461,      1,      20.299,      1
23/12/1993 00:00:00,      24.362,      1,      20.299,      1,      27.778,      1
24/12/1993 00:00:00,      29.818,      1,      27.778,      1,      30.830,      1
25/12/1993 00:00:00,      31.135,      1,      30.433,      1,      33.534,      1
26/12/1993 00:00:00,      31.490,      1,      28.179,      1,      33.743,      1
27/12/1993 00:00:00,      26.626,      1,      25.923,      1,      28.179,      1
28/12/1993 00:00:00,      26.427,      1,      25.923,      1,      27.373,      1
29/12/1993 00:00:00,      25.280,      1,      22.521,      1,      27.219,      1
30/12/1993 00:00:00,      22.227,      1,      21.562,      1,      22.521,      1
31/12/1993 00:00:00,      21.275,      1,      19.898,      1,      21.879,      1
01/01/1994 00:00:00,      19.179,      1,      18.158,      1,      19.898,      1
02/01/1994 00:00:00,      17.436,      1,      16.208,      1,      18.158,      1
03/01/1994 00:00:00,      15.650,      1,      14.937,      1,      16.208,      1
04/01/1994 00:00:00,      14.220,      1,      12.886,      1,      14.937,      1
05/01/1994 00:00:00,      12.024,      1,      11.245,      1,      12.886,      1
06/01/1994 00:00:00,      10.495,      1,       9.957,      1,      11.245,      1
07/01/1994 00:00:00,       9.569,      1,       9.186,      1,       9.957,      1
08/01/1994 00:00:00,       8.907,      1,       8.769,      1,       9.186,      1
09/01/1994 00:00:00,       9.241,      1,       9.065,      1,       9.255,      1
10/01/1994 00:00:00,       9.255,      1,       9.255,      1,       9.255,      1
11/01/1994 00:00:00,       9.255,      1,       9.255,      1,       9.255,      1
12/01/1994 00:00:00,       9.103,      1,       8.929,      1,       9.255,      1
13/01/1994 00:00:00,       9.085,      1,       8.997,      1,       9.091,      1
14/01/1994 00:00:00,       9.095,      1,       9.091,      1,       9.160,      1
15/01/1994 00:00:00,       8.974,      1,       8.769,      1,       9.255,      1
16/01/1994 00:00:00,       9.129,      1,       8.769,      1,       9.561,      1
17/01/1994 00:00:00,      10.264,      1,       9.561,      1,      11.578,      1
18/01/1994 00:00:00,      12.788,      1,      11.578,      1,      13.316,      1
19/01/1994 00:00:00,      17.026,      1,      13.316,      1,      19.136,      1
20/01/1994 00:00:00,      15.855,      1,      13.872,      1,      18.594,      1
21/01/1994 00:00:00,      12.661,      1,      12.336,      1,      13.872,      1
22/01/1994 00:00:00,      11.424,      1,      10.641,      1,      12.336,      1
23/01/1994 00:00:00,       9.782,      1,       9.255,      1,      10.641,      1
24/01/1994 00:00:00,       9.094,      1,       8.929,      1,       9.255,      1
25/01/1994 00:00:00,       8.694,      1,       8.454,      1,       8.929,      1
26/01/1994 00:00:00,       8.152,      1,       7.845,      1,       8.454,      1
27/01/1994 00:00:00,       7.845,      1,       7.845,      1,       7.845,      1
28/01/1994 00:00:00,       7.633,      1,       6.981,      1,       7.845,      1
29/01/1994 00:00:00,       6.981,      1,       6.981,      1,       6.981,      1
30/01/1994 00:00:00,       6.981,      1,       6.981,      1,       6.981,      1
31/01/1994 00:00:00,      70.891,      1,       6.981,      1,     349.988,      1
01/02/1994 00:00:00,     114.353,      1,      51.520,      1,     192.114,      1
02/02/1994 00:00:00,      42.924,      1,      28.152,      1,      70.146,      1
03/02/1994 00:00:00,      23.228,      1,      20.630,      1,      28.152,      1
04/02/1994 00:00:00,      22.111,      1,      18.847,      1,      25.217,      1
05/02/1994 00:00:00,      39.222,      1,      19.136,      1,      57.841,      1
06/02/1994 00:00:00,      37.403,      1,      30.096,      1,      52.945,      1
07/02/1994 00:00:00,      31.450,      1,      28.876,      1,      36.023,      1
08/02/1994 00:00:00,      44.852,      1,      36.023,      1,      49.660,      1
09/02/1994 00:00:00,     117.265,      1,      36.701,      1,     813.504,      1
10/02/1994 00:00:00,     102.148,      1,      56.840,      1,     219.155,      1
11/02/1994 00:00:00,      42.168,      1,      29.899,      1,      62.590,      1
12/02/1994 00:00:00,      29.306,      1,      27.006,      1,      44.281,      1
13/02/1994 00:00:00,     106.485,      1,      44.281,      1,     155.829,      1
14/02/1994 00:00:00,     108.654,      1,      82.808,      1,     153.534,      1
15/02/1994 00:00:00,      67.412,      1,      53.148,      1,      82.808,      1
16/02/1994 00:00:00,      44.719,      1,      38.170,      1,      53.148,      1
17/02/1994 00:00:00,      33.718,      1,      29.501,      1,      38.170,      1
18/02/1994 00:00:00,      26.073,      1,      22.984,      1,      29.501,      1
19/02/1994 00:00:00,      20.920,      1,      19.197,      1,      22.984,      1
20/02/1994 00:00:00,      18.148,      1,      17.197,      1,      19.197,      1
21/02/1994 00:00:00,      16.759,      1,      16.320,      1,      17.197,      1
22/02/1994 00:00:00,      16.299,      1,      16.167,      1,      16.421,      1
23/02/1994 00:00:00,      16.973,      1,      16.421,      1,      17.197,      1
24/02/1994 00:00:00,      15.844,      1,      15.228,      1,      16.990,      1
25/02/1994 00:00:00,      14.442,      1,      14.137,      1,      15.228,      1
26/02/1994 00:00:00,      15.197,      1,      13.559,      1,      53.899,      1
27/02/1994 00:00:00,      31.766,      1,      18.125,      1,      53.407,      1
28/02/1994 00:00:00,      15.743,      1,      14.229,      1,      18.125,      1
01/03/1994 00:00:00,      19.727,      1,      17.916,      1,      21.672,      1
02/03/1994 00:00:00,      24.193,      1,      21.672,      1,      27.373,      1
03/03/1994 00:00:00,      26.288,      1,      24.004,      1,      27.373,      1
04/03/1994 00:00:00,      23.108,      1,      21.842,      1,      24.004,      1
05/03/1994 00:00:00,      19.715,      1,      18.160,      1,      21.842,      1
06/03/1994 00:00:00,      16.704,      1,      15.741,      1,      18.160,      1
07/03/1994 00:00:00,      15.056,      1,      14.491,      1,      15.741,      1
08/03/1994 00:00:00,      13.943,      1,      13.559,      1,      14.491,      1
09/03/1994 00:00:00,      14.598,      1,      13.143,      1,      20.932,      1
10/03/1994 00:00:00,      70.421,      1,      20.932,      1,     129.470,      1
11/03/1994 00:00:00,     142.143,      1,      99.586,      1,     216.801,      1
12/03/1994 00:00:00,      87.106,      1,      82.252,      1,     101.180,      1
13/03/1994 00:00:00,     121.462,      1,      85.003,      1,     198.920,      1
14/03/1994 00:00:00,     144.641,      1,     116.205,      1,     167.357,      1
15/03/1994 00:00:00,      93.219,      1,      76.214,      1,     116.205,      1
16/03/1994 00:00:00,      63.959,      1,      55.554,      1,      76.214,      1
17/03/1994 00:00:00,      48.306,      1,      42.298,      1,      55.554,      1
18/03/1994 00:00:00,      37.762,      1,      34.982,      1,      42.298,      1
19/03/1994 00:00:00,      33.038,      1,      31.312,      1,      34.982,      1
20/03/1994 00:00:00,      30.233,      1,      28.647,      1,      31.312,      1
21/03/1994 00:00:00,      27.730,      1,      27.079,      1,      28.647,      1
22/03/1994 00:00:00,      26.499,      1,      26.280,      1,      27.079,      1
23/03/1994 00:00:00,      25.693,      1,      25.568,      1,      26.280,      1
24/03/1994 00:00:00,      24.682,      1,      24.183,      1,      25.568,      1
25/03/1994 00:00:00,      23.409,      1,      22.913,      1,      24.183,      1
26/03/1994 00:00:00,      22.580,      1,      22.521,      1,      22.913,      1
27/03/1994 00:00:00,      22.043,      1,      21.879,      1,      22.521,      1
28/03/1994 00:00:00,      22.156,      1,      22.028,      1,      22.457,      1
29/03/1994 00:00:00,      22.572,      1,      22.457,      1,      23.044,      1
30/03/1994 00:00:00,      23.474,      1,      23.044,      1,      23.777,      1
31/03/1994 00:00:00,      23.733,      1,      23.509,      1,      23.844,      1
01/04/1994 00:00:00,      23.374,      1,      22.913,      1,      23.509,      1
02/04/1994 00:00:00,      22.766,      1,      22.198,      1,      23.642,      1
03/04/1994 00:00:00,      23.893,      1,      23.642,      1,      24.387,      1
04/04/1994 00:00:00,      26.089,      1,      24.387,      1,      28.571,      1
05/04/1994 00:00:00,      28.960,      1,      26.641,      1,      30.433,      1
06/04/1994 00:00:00,      27.316,      1,      26.280,      1,      27.744,      1
07/04/1994 00:00:00,      25.216,      1,      24.524,      1,      26.860,      1
08/04/1994 00:00:00,      28.334,      1,      25.077,      1,      31.900,      1
09/04/1994 00:00:00,      42.064,      1,      31.900,      1,      47.392,      1
10/04/1994 00:00:00,      34.328,      1,      29.826,      1,      38.765,      1
11/04/1994 00:00:00,      27.144,      1,      24.904,      1,      29.826,      1
12/04/1994 00:00:00,      22.744,      1,      21.562,      1,      24.904,      1
13/04/1994 00:00:00,     574.168,      1,      21.562,      1,    2981.210,      1
14/04/1994 00:00:00,    2671.540,      1,    1224.039,      1,    4600.725,      1
15/04/1994 00:00:00,     716.608,      1,     432.420,      1,    1224.039,      1
16/04/1994 00:00:00,     332.392,      1,     262.006,      1,     432.420,      1
17/04/1994 00:00:00,     214.797,      1,     180.263,      1,     262.006,      1
18/04/1994 00:00:00,     154.944,      1,     138.864,      1,     180.263,      1
19/04/1994 00:00:00,     126.287,      1,     115.732,      1,     138.864,      1
20/04/1994 00:00:00,     104.468,      1,      94.832,      1,     115.732,      1
21/04/1994 00:00:00,      88.042,      1,      82.963,      1,      94.832,      1
22/04/1994 00:00:00,      78.692,      1,      74.564,      1,      82.963,      1
23/04/1994 00:00:00,      71.691,      1,      69.541,      1,      74.564,      1
24/04/1994 00:00:00,      67.153,      1,      65.814,      1,      69.541,      1
25/04/1994 00:00:00,      62.774,      1,      60.814,      1,      65.814,      1
26/04/1994 00:00:00,      58.297,      1,      56.893,      1,      60.814,      1
27/04/1994 00:00:00,      54.543,      1,      53.418,      1,      56.893,      1
28/04/1994 00:00:00,      52.163,      1,      51.520,      1,      53.418,      1
29/04/1994 00:00:00,      49.743,      1,      48.745,      1,      51.520,      1
30/04/1994 00:00:00,      47.581,      1,      46.156,      1,      48.745,      1
01/05/1994 00:00:00,      45.584,      1,      45.188,      1,      46.156,      1
02/05/1994 00:00:00,      43.735,      1,      42.911,      1,      45.624,      1
03/05/1994 00:00:00,      42.340,      1,      41.818,      1,      42.911,      1
04/05/1994 00:00:00,      42.134,      1,      41.341,      1,      43.270,      1
05/05/1994 00:00:00,      42.684,      1,      41.767,      1,      43.270,      1
06/05/1994 00:00:00,      43.101,      1,      42.782,      1,      43.761,      1
07/05/1994 00:00:00,      41.917,      1,      41.392,      1,      42.782,      1
08/05/1994 00:00:00,      40.499,      1,      39.932,      1,      41.392,      1
09/05/1994 00:00:00,      39.118,      1,      38.668,      1,      39.932,      1
10/05/1994 00:00:00,      38.764,      1,      38.626,      1,      39.018,      1
11/05/1994 00:00:00,      42.448,      1,      38.976,      1,      49.916,      1
12/05/1994 00:00:00,      63.602,      1,      49.916,      1,      80.015,      1
13/05/1994 00:00:00,      86.555,      1,      80.015,      1,      90.050,      1
14/05/1994 00:00:00,      72.552,      1,      62.362,      1,      82.976,      1
15/05/1994 00:00:00,      55.434,      1,      50.193,      1,      62.362,      1
16/05/1994 00:00:00,      47.281,      1,      45.202,      1,      50.193,      1
17/05/1994 00:00:00,      43.048,      1,      42.298,      1,      45.202,      1
18/05/1994 00:00:00,      41.122,      1,      40.398,      1,      42.298,      1
19/05/1994 00:00:00,      40.689,      1,      40.398,      1,      41.341,      1
20/05/1994 00:00:00,      40.696,      1,      40.398,      1,      40.883,      1
21/05/1994 00:00:00,      39.825,      1,      39.470,      1,      40.398,      1
22/05/1994 00:00:00,      38.311,      1,      37.476,      1,      39.470,      1
23/05/1994 00:00:00,      37.088,      1,      36.707,      1,      37.476,      1
24/05/1994 00:00:00,      36.750,      1,      36.514,      1,      37.081,      1
25/05/1994 00:00:00,      36.190,      1,      35.585,      1,      36.514,      1
26/05/1994 00:00:00,      35.302,      1,      34.846,      1,      35.585,      1
27/05/1994 00:00:00,      34.608,      1,      34.087,      1,      35.203,      1
28/05/1994 00:00:00,      33.555,      1,      33.384,      1,      34.087,      1
29/05/1994 00:00:00,      33.019,      1,      32.672,      1,      33.384,      1
30/05/1994 00:00:00,      32.468,      1,      32.136,      1,      32.672,      1
31/05/1994 00:00:00,      32.125,      1,      31.970,      1,      32.320,      1
01/06/1994 00:00:00,      32.320,      1,      32.320,      1,      32.320,      1
02/06/1994 00:00:00,      33.101,      1,      32.320,      1,      34.468,      1
03/06/1994 00:00:00,      34.024,      1,      33.384,      1,      34.834,      1
04/06/1994 00:00:00,      34.328,      1,      34.104,      1,      34.800,      1
05/06/1994 00:00:00,      34.987,      1,      34.468,      1,      35.574,      1
06/06/1994 00:00:00,      34.960,      1,      34.468,      1,      35.556,      1
07/06/1994 00:00:00,      34.286,      1,      34.104,      1,      34.468,      1
08/06/1994 00:00:00,      34.388,      1,      34.104,      1,      35.324,      1
09/06/1994 00:00:00,      50.911,      1,      35.324,      1,      78.951,      1
10/06/1994 00:00:00,     149.559,      1,      78.951,      1,     224.732,      1
11/06/1994 00:00:00,     150.963,      1,     117.094,      1,     214.300,      1
12/06/1994 00:00:00,     101.749,      1,      89.435,      1,     117.094,      1
13/06/1994 00:00:00,      77.817,      1,      68.184,      1,      89.435,      1
14/06/1994 00:00:00,      61.316,      1,      56.448,      1,      68.184,      1
15/06/1994 00:00:00,      52.451,      1,      49.864,      1,      56.448,      1
16/06/1994 00:00:00,      48.024,      1,      46.257,      1,      49.864,      1
17/06/1994 00:00:00,      44.648,      1,      43.213,      1,      46.257,      1
18/06/1994 00:00:00,      41.680,      1,      40.606,      1,      43.213,      1
19/06/1994 00:00:00,      40.392,      1,      40.138,      1,      40.606,      1
20/06/1994 00:00:00,      40.419,      1,      39.932,      1,      41.341,      1
21/06/1994 00:00:00,      40.640,      1,      40.398,      1,      40.868,      1
22/06/1994 00:00:00,      40.626,      1,      40.398,      1,      40.868,      1
23/06/1994 00:00:00,      40.398,      1,      40.398,      1,      40.398,      1
24/06/1994 00:00:00,      39.786,      1,      39.214,      1,      40.398,      1
25/06/1994 00:00:00,      38.596,      1,      37.804,      1,      39.214,      1
26/06/1994 00:00:00,      37.281,      1,      36.701,      1,      37.804,      1
27/06/1994 00:00:00,      36.492,      1,      36.113,      1,      36.701,      1
28/06/1994 00:00:00,      35.823,      1,      35.574,      1,      36.410,      1
29/06/1994 00:00:00,      37.175,      1,      36.410,      1,      37.893,      1
30/06/1994 00:00:00,      37.820,      1,      37.464,      1,      38.236,      1
01/07/1994 00:00:00,      37.743,      1,      37.464,      1,      37.849,      1
02/07/1994 00:00:00,      37.151,      1,      36.657,      1,      37.634,      1
03/07/1994 00:00:00,      35.769,      1,      35.574,      1,      36.657,      1
04/07/1994 00:00:00,      35.290,      1,      35.203,      1,      35.574,      1
05/07/1994 00:00:00,      35.111,      1,      34.834,      1,      35.203,      1
06/07/1994 00:00:00,      34.921,      1,      34.834,      1,      35.203,      1
07/07/1994 00:00:00,      34.583,      1,      34.468,      1,      34.834,      1
08/07/1994 00:00:00,      33.939,      1,      33.743,      1,      34.468,      1
09/07/1994 00:00:00,      33.220,      1,      33.027,      1,      33.743,      1
10/07/1994 00:00:00,      32.725,      1,      32.320,      1,      33.027,      1
11/07/1994 00:00:00,      32.672,      1,      32.642,      1,      32.672,      1
12/07/1994 00:00:00,      32.798,      1,      32.672,      1,      33.027,      1
13/07/1994 00:00:00,      33.459,      1,      33.027,      1,      33.743,      1
14/07/1994 00:00:00,      33.781,      1,      33.384,      1,      34.104,      1
15/07/1994 00:00:00,      33.669,      1,      33.384,      1,      34.104,      1
16/07/1994 00:00:00,      32.953,      1,      32.672,      1,      33.384,      1
17/07/1994 00:00:00,      32.459,      1,      32.320,      1,      32.672,      1
18/07/1994 00:00:00,      31.934,      1,      31.622,      1,      32.320,      1
19/07/1994 00:00:00,      31.382,      1,      30.830,      1,      31.970,      1
20/07/1994 00:00:00,      30.674,      1,      30.433,      1,      31.163,      1
21/07/1994 00:00:00,      30.789,      1,      30.433,      1,      31.231,      1
22/07/1994 00:00:00,      30.731,      1,      30.433,      1,      30.830,      1
23/07/1994 00:00:00,      30.492,      1,      30.038,      1,      30.830,      1
24/07/1994 00:00:00,      29.999,      1,      29.648,      1,      30.433,      1
25/07/1994 00:00:00,      29.802,      1,      29.648,      1,      30.038,      1
26/07/1994 00:00:00,      29.551,      1,      29.260,      1,      29.648,      1
27/07/1994 00:00:00,      29.414,      1,      29.260,      1,      29.648,      1
28/07/1994 00:00:00,      29.069,      1,      28.876,      1,      29.260,      1
29/07/1994 00:00:00,      29.543,      1,      29.252,      1,      30.025,      1
30/07/1994 00:00:00,      30.084,      1,      30.025,      1,      30.419,      1
31/07/1994 00:00:00,      31.109,      1,      30.419,      1,      31.958,      1
01/08/1994 00:00:00,      32.704,      1,      31.958,      1,      33.718,      1
02/08/1994 00:00:00,      34.323,      1,      33.718,      1,      34.822,      1
03/08/1994 00:00:00,      35.154,      1,      34.822,      1,      35.203,      1
04/08/1994 00:00:00,      34.573,      1,      33.767,      1,      35.203,      1
05/08/1994 00:00:00,      32.168,      1,      31.622,      1,      33.767,      1
06/08/1994 00:00:00,      30.107,      1,      29.648,      1,      31.622,      1
07/08/1994 00:00:00,      29.031,      1,      28.508,      1,      29.648,      1
08/08/1994 00:00:00,      28.307,      1,      28.118,      1,      28.508,      1
09/08/1994 00:00:00,      28.263,      1,      28.118,      1,      28.495,      1
10/08/1994 00:00:00,      27.702,      1,      27.373,      1,      28.118,      1
11/08/1994 00:00:00,      27.744,      1,      27.731,      1,      27.744,      1
12/08/1994 00:00:00,      27.155,      1,      26.641,      1,      27.744,      1
13/08/1994 00:00:00,      26.857,      1,      26.641,      1,      27.006,      1
14/08/1994 00:00:00,      26.431,      1,      26.280,      1,      26.735,      1
15/08/1994 00:00:00,      25.930,      1,      25.568,      1,      26.280,      1
16/08/1994 00:00:00,      25.352,      1,      25.217,      1,      25.568,      1
