"Datetime","Discharge (Ml/Day) Mean","QC","Discharge (Ml/Day) Minimum","QC","Discharge (Ml/Day) Maximum","QC"
03/08/1966 00:00:00,,    255,,    255,,    255
04/08/1966 00:00:00,      57.706,      1,      54.609,      1,      59.584,      1
05/08/1966 00:00:00,      54.092,      1,      52.576,      1,      54.609,      1
06/08/1966 00:00:00,      51.190,      1,      48.468,      1,      52.576,      1
07/08/1966 00:00:00,      47.529,      1,      47.148,      1,      48.683,      1
08/08/1966 00:00:00,      47.148,      1,      47.148,      1,      47.148,      1
09/08/1966 00:00:00,      47.009,      1,      46.868,      1,      47.148,      1
10/08/1966 00:00:00,      46.637,      1,      46.311,      1,      46.868,      1
11/08/1966 00:00:00,      80.361,      1,      46.485,      1,     340.586,      1
12/08/1966 00:00:00,     405.408,      1,     321.446,      1,     545.818,      1
13/08/1966 00:00:00,     217.387,      1,     154.769,      1,     321.446,      1
14/08/1966 00:00:00,     127.186,      1,     104.824,      1,     154.769,      1
15/08/1966 00:00:00,      93.855,      1,      85.158,      1,     104.824,      1
16/08/1966 00:00:00,      80.253,      1,      77.124,      1,      85.158,      1
17/08/1966 00:00:00,      75.259,      1,      74.395,      1,      81.535,      1
18/08/1966 00:00:00,      82.876,      1,      80.385,      1,      84.672,      1
19/08/1966 00:00:00,      79.976,      1,      76.664,      1,      93.022,      1
20/08/1966 00:00:00,     302.991,      1,      93.022,      1,     445.672,      1
21/08/1966 00:00:00,     231.342,      1,     165.732,      1,     302.176,      1
22/08/1966 00:00:00,     134.353,      1,     115.539,      1,     165.732,      1
23/08/1966 00:00:00,     106.180,      1,      96.028,      1,     115.539,      1
24/08/1966 00:00:00,      90.874,      1,      88.307,      1,      96.028,      1
25/08/1966 00:00:00,      83.851,      1,      80.385,      1,      88.307,      1
26/08/1966 00:00:00,      79.102,      1,      78.986,      1,      80.385,      1
27/08/1966 00:00:00,      83.463,      1,      78.986,      1,      90.656,      1
28/08/1966 00:00:00,      92.175,      1,      89.649,      1,      94.384,      1
29/08/1966 00:00:00,      79.213,      1,      72.395,      1,      89.649,      1
30/08/1966 00:00:00,      68.099,      1,      67.064,      1,      72.395,      1
31/08/1966 00:00:00,      67.292,      1,      67.188,      1,      67.395,      1
01/09/1966 00:00:00,      84.871,      1,      67.395,      1,     271.675,      1
02/09/1966 00:00:00,    1388.998,      1,     271.675,      1,    2089.184,      1
03/09/1966 00:00:00,     743.721,      1,     499.946,      1,    1301.917,      1
04/09/1966 00:00:00,     408.354,      1,     323.184,      1,     499.946,      1
05/09/1966 00:00:00,     273.684,      1,     234.367,      1,     323.184,      1
06/09/1966 00:00:00,     211.971,      1,     190.493,      1,     234.367,      1
07/09/1966 00:00:00,     182.335,      1,     172.956,      1,     190.493,      1
08/09/1966 00:00:00,     162.253,      1,     155.171,      1,     172.956,      1
09/09/1966 00:00:00,     145.710,      1,     137.473,      1,     155.171,      1
10/09/1966 00:00:00,     135.324,      1,     134.694,      1,     138.315,      1
11/09/1966 00:00:00,     134.465,      1,     127.868,      1,     138.609,      1
12/09/1966 00:00:00,     121.481,      1,     117.324,      1,     127.868,      1
13/09/1966 00:00:00,     111.160,      1,     102.828,      1,     117.324,      1
14/09/1966 00:00:00,      99.157,      1,      94.384,      1,     102.828,      1
15/09/1966 00:00:00,     314.431,      1,      94.384,      1,     475.796,      1
16/09/1966 00:00:00,     249.579,      1,     227.485,      1,     325.376,      1
17/09/1966 00:00:00,     263.854,      1,     225.137,      1,     358.980,      1
18/09/1966 00:00:00,     242.452,      1,     218.209,      1,     289.871,      1
19/09/1966 00:00:00,     201.247,      1,     184.193,      1,     218.209,      1
20/09/1966 00:00:00,     168.777,      1,     151.793,      1,     184.193,      1
21/09/1966 00:00:00,     142.813,      1,     137.812,      1,     151.793,      1
22/09/1966 00:00:00,     135.299,      1,     133.922,      1,     140.270,      1
23/09/1966 00:00:00,     144.475,      1,     136.978,      1,     148.369,      1
24/09/1966 00:00:00,     125.218,      1,     117.998,      1,     136.978,      1
25/09/1966 00:00:00,     112.936,      1,     105.476,      1,     117.998,      1
26/09/1966 00:00:00,      97.133,      1,      94.929,      1,     105.476,      1
27/09/1966 00:00:00,     110.148,      1,      98.038,      1,     113.659,      1
28/09/1966 00:00:00,     114.859,      1,     112.407,      1,     115.318,      1
29/09/1966 00:00:00,     108.030,      1,     104.585,      1,     112.407,      1
30/09/1966 00:00:00,      95.544,      1,      88.396,      1,     104.585,      1
01/10/1966 00:00:00,     115.908,      1,      84.187,      1,     246.968,      1
02/10/1966 00:00:00,     261.135,      1,     218.209,      1,     297.074,      1
03/10/1966 00:00:00,     178.994,      1,     154.307,      1,     218.209,      1
04/10/1966 00:00:00,     448.968,      1,     153.448,      1,     804.709,      1
05/10/1966 00:00:00,     805.887,      1,     627.889,      1,     908.972,      1
06/10/1966 00:00:00,     534.243,      1,     486.071,      1,     627.889,      1
07/10/1966 00:00:00,     467.453,      1,     462.694,      1,     486.071,      1
08/10/1966 00:00:00,     454.811,      1,     427.653,      1,     462.694,      1
09/10/1966 00:00:00,     340.222,      1,     285.616,      1,     427.653,      1
10/10/1966 00:00:00,     265.748,      1,     253.319,      1,     285.616,      1
11/10/1966 00:00:00,     248.509,      1,     243.218,      1,     253.319,      1
12/10/1966 00:00:00,     241.869,      1,     236.591,      1,     243.218,      1
13/10/1966 00:00:00,     222.897,      1,     208.535,      1,     236.591,      1
14/10/1966 00:00:00,     196.710,      1,     185.530,      1,     208.535,      1
15/10/1966 00:00:00,     231.407,      1,     177.164,      1,     291.301,      1
16/10/1966 00:00:00,     275.426,      1,     268.400,      1,     278.634,      1
17/10/1966 00:00:00,     257.350,      1,     247.484,      1,     268.400,      1
18/10/1966 00:00:00,     243.797,      1,     236.054,      1,     247.484,      1
19/10/1966 00:00:00,     234.166,      1,     233.438,      1,     237.984,      1
20/10/1966 00:00:00,     243.447,      1,     237.984,      1,     255.894,      1
21/10/1966 00:00:00,     360.372,      1,     255.894,      1,     389.985,      1
22/10/1966 00:00:00,     316.273,      1,     261.138,      1,     370.342,      1
23/10/1966 00:00:00,     220.282,      1,     198.427,      1,     261.138,      1
24/10/1966 00:00:00,     185.015,      1,     176.851,      1,     198.427,      1
25/10/1966 00:00:00,     161.945,      1,     151.161,      1,     176.851,      1
26/10/1966 00:00:00,     143.340,      1,     138.055,      1,     151.161,      1
27/10/1966 00:00:00,     133.578,      1,     129.361,      1,     138.055,      1
28/10/1966 00:00:00,     130.228,      1,     127.868,      1,     139.726,      1
29/10/1966 00:00:00,     161.914,      1,     139.726,      1,     171.432,      1
30/10/1966 00:00:00,     154.923,      1,     134.565,      1,     162.215,      1
31/10/1966 00:00:00,     123.888,      1,     117.324,      1,     134.565,      1
01/11/1966 00:00:00,     131.100,      1,     120.727,      1,     173.132,      1
02/11/1966 00:00:00,     190.188,      1,     173.132,      1,     218.209,      1
03/11/1966 00:00:00,     151.124,      1,     127.868,      1,     173.941,      1
04/11/1966 00:00:00,     120.241,      1,     114.655,      1,     140.199,      1
05/11/1966 00:00:00,     150.434,      1,     140.199,      1,     160.431,      1
06/11/1966 00:00:00,     122.782,      1,     106.615,      1,     150.047,      1
07/11/1966 00:00:00,     101.670,      1,      96.507,      1,     106.615,      1
08/11/1966 00:00:00,      93.098,      1,      90.145,      1,      96.507,      1
09/11/1966 00:00:00,     185.359,      1,      90.145,      1,     540.677,      1
10/11/1966 00:00:00,    8108.459,      1,     540.677,      1,   27477.362,      1
11/11/1966 00:00:00,   22357.680,    150,   14921.260,    150,   39567.697,    150
12/11/1966 00:00:00,    7729.866,      1,    5048.752,      1,   16459.110,      1
13/11/1966 00:00:00,    3666.614,      1,    2642.259,      1,    6290.849,      1
14/11/1966 00:00:00,    2541.588,      1,    2449.893,      1,    2642.259,      1
15/11/1966 00:00:00,    2060.727,      1,    1670.256,      1,    2449.893,      1
16/11/1966 00:00:00,    1464.418,      1,    1252.798,      1,    1670.256,      1
17/11/1966 00:00:00,    1149.296,      1,    1011.907,      1,    1252.798,      1
18/11/1966 00:00:00,     937.666,      1,     845.446,      1,    1011.907,      1
19/11/1966 00:00:00,     797.820,      1,     736.176,      1,     845.446,      1
20/11/1966 00:00:00,     684.398,      1,     614.151,      1,     736.176,      1
21/11/1966 00:00:00,     565.460,      1,     502.210,      1,     614.151,      1
22/11/1966 00:00:00,     477.721,      1,     442.775,      1,     502.210,      1
23/11/1966 00:00:00,     410.372,      1,     386.230,      1,     442.775,      1
24/11/1966 00:00:00,     371.122,      1,     344.583,      1,     386.230,      1
25/11/1966 00:00:00,     328.389,      1,     310.646,      1,     344.583,      1
26/11/1966 00:00:00,     302.870,      1,     294.176,      1,     310.646,      1
27/11/1966 00:00:00,     284.741,      1,     280.019,      1,     294.176,      1
28/11/1966 00:00:00,     498.474,      1,     280.903,      1,     757.222,      1
29/11/1966 00:00:00,     613.229,      1,     413.127,      1,     856.741,      1
30/11/1966 00:00:00,     325.170,      1,     282.553,      1,     413.127,      1
01/12/1966 00:00:00,     246.559,      1,     223.380,      1,     282.553,      1
02/12/1966 00:00:00,     213.937,      1,     212.565,      1,     223.380,      1
03/12/1966 00:00:00,     221.197,      1,     212.565,      1,     239.514,      1
04/12/1966 00:00:00,     278.915,      1,     237.069,      1,     380.653,      1
05/12/1966 00:00:00,     326.439,      1,     299.994,      1,     380.653,      1
06/12/1966 00:00:00,     396.269,      1,     295.622,      1,     728.875,      1
07/12/1966 00:00:00,     629.036,      1,     544.335,      1,     728.875,      1
08/12/1966 00:00:00,     444.529,      1,     378.808,      1,     544.335,      1
09/12/1966 00:00:00,     330.116,      1,     295.600,      1,     378.808,      1
10/12/1966 00:00:00,     255.074,      1,     232.238,      1,     295.600,      1
11/12/1966 00:00:00,     215.430,      1,     205.581,      1,     232.238,      1
12/12/1966 00:00:00,     195.155,      1,     182.244,      1,     205.581,      1
13/12/1966 00:00:00,     173.262,      1,     169.050,      1,     182.244,      1
14/12/1966 00:00:00,     162.834,      1,     158.662,      1,     169.050,      1
15/12/1966 00:00:00,     185.217,      1,     158.662,      1,     253.603,      1
16/12/1966 00:00:00,     280.169,      1,     249.493,      1,     312.221,      1
17/12/1966 00:00:00,     226.012,      1,     199.589,      1,     249.493,      1
18/12/1966 00:00:00,     180.970,      1,     166.153,      1,     199.589,      1
19/12/1966 00:00:00,     162.338,      1,     159.545,      1,     166.153,      1
20/12/1966 00:00:00,     145.597,      1,     137.032,      1,     159.545,      1
21/12/1966 00:00:00,     129.110,      1,     124.207,      1,     137.032,      1
22/12/1966 00:00:00,     118.307,      1,     115.318,      1,     124.207,      1
23/12/1966 00:00:00,     114.518,      1,     111.386,      1,     115.318,      1
24/12/1966 00:00:00,     110.358,      1,     109.460,      1,     115.983,      1
25/12/1966 00:00:00,     221.427,      1,     115.983,      1,     578.600,      1
26/12/1966 00:00:00,     333.013,      1,     219.352,      1,     456.251,      1
27/12/1966 00:00:00,     463.357,      1,     231.194,      1,    1103.838,      1
28/12/1966 00:00:00,     178.677,      1,     154.625,      1,     231.194,      1
29/12/1966 00:00:00,     144.345,      1,     135.470,      1,     154.625,      1
30/12/1966 00:00:00,     129.416,      1,     127.126,      1,     135.470,      1
31/12/1966 00:00:00,     164.967,      1,     134.460,      1,     177.164,      1
01/01/1967 00:00:00,     202.048,      1,     141.000,      1,     302.937,      1
02/01/1967 00:00:00,     185.512,      1,     152.592,      1,     231.042,      1
03/01/1967 00:00:00,     144.078,      1,     133.153,      1,     152.592,      1
04/01/1967 00:00:00,     120.245,      1,     113.995,      1,     133.153,      1
05/01/1967 00:00:00,     113.480,      1,     112.685,      1,     114.079,      1
06/01/1967 00:00:00,     117.514,      1,     114.079,      1,     127.868,      1
07/01/1967 00:00:00,     114.373,      1,     106.364,      1,     127.194,      1
08/01/1967 00:00:00,      99.138,      1,      92.761,      1,     106.364,      1
09/01/1967 00:00:00,      91.536,      1,      90.145,      1,      92.761,      1
10/01/1967 00:00:00,      87.426,      1,      83.224,      1,      91.168,      1
11/01/1967 00:00:00,      80.196,      1,      78.517,      1,      83.224,      1
12/01/1967 00:00:00,      77.019,      1,      75.750,      1,      78.517,      1
13/01/1967 00:00:00,      74.195,      1,      73.502,      1,      75.750,      1
14/01/1967 00:00:00,      73.419,      1,      72.476,      1,      73.502,      1
15/01/1967 00:00:00,      69.478,      1,      68.315,      1,      72.476,      1
16/01/1967 00:00:00,      66.539,      1,      63.812,      1,      68.315,      1
17/01/1967 00:00:00,      63.053,      1,      63.018,      1,      63.812,      1
18/01/1967 00:00:00,      70.216,      1,      63.018,      1,      73.948,      1
19/01/1967 00:00:00,      72.523,      1,      70.441,      1,      73.948,      1
20/01/1967 00:00:00,      67.436,      1,      65.017,      1,      70.441,      1
21/01/1967 00:00:00,      63.791,      1,      62.624,      1,      65.017,      1
22/01/1967 00:00:00,      61.899,      1,      59.952,      1,      62.624,      1
23/01/1967 00:00:00,      56.563,      1,      52.498,      1,      59.952,      1
24/01/1967 00:00:00,      50.663,      1,      49.635,      1,      52.498,      1
25/01/1967 00:00:00,      52.348,      1,      49.635,      1,      59.753,      1
26/01/1967 00:00:00,      68.852,      1,      59.753,      1,      74.395,      1
27/01/1967 00:00:00,     109.232,      1,      70.109,      1,     221.254,      1
28/01/1967 00:00:00,     168.152,      1,     136.564,      1,     227.485,      1
29/01/1967 00:00:00,     113.579,      1,      94.929,      1,     136.564,      1
30/01/1967 00:00:00,     226.911,      1,      94.384,      1,     436.465,      1
31/01/1967 00:00:00,     547.426,      1,     436.465,      1,     621.081,      1
01/02/1967 00:00:00,     280.731,      1,     175.869,      1,     441.949,      1
02/02/1967 00:00:00,     130.249,      1,     105.175,      1,     175.869,      1
03/02/1967 00:00:00,      92.386,      1,      79.979,      1,     105.175,      1
04/02/1967 00:00:00,      73.345,      1,      72.617,      1,      79.979,      1
05/02/1967 00:00:00,      67.793,      1,      65.422,      1,      72.617,      1
06/02/1967 00:00:00,      63.507,      1,      60.694,      1,      65.422,      1
07/02/1967 00:00:00,      58.901,      1,      55.997,      1,      60.694,      1
08/02/1967 00:00:00,      54.103,      1,      52.576,      1,      55.997,      1
09/02/1967 00:00:00,      54.080,      1,      52.576,      1,      63.812,      1
10/02/1967 00:00:00,     122.187,      1,      61.842,      1,     214.809,      1
11/02/1967 00:00:00,      88.023,      1,      77.797,      1,      96.581,      1
12/02/1967 00:00:00,      71.073,      1,      64.212,      1,      77.797,      1
13/02/1967 00:00:00,      62.601,      1,      57.591,      1,      64.212,      1
14/02/1967 00:00:00,      53.530,      1,      51.581,      1,      57.591,      1
15/02/1967 00:00:00,      51.581,      1,      51.581,      1,      51.581,      1
16/02/1967 00:00:00,      52.456,      1,      51.581,      1,      52.576,      1
17/02/1967 00:00:00,      52.196,      1,      51.581,      1,      52.576,      1
18/02/1967 00:00:00,      49.876,      1,      48.369,      1,      51.581,      1
19/02/1967 00:00:00,      48.369,      1,      48.369,      1,      48.369,      1
20/02/1967 00:00:00,      48.369,      1,      48.369,      1,      48.369,      1
21/02/1967 00:00:00,      48.022,      1,      47.436,      1,      48.369,      1
22/02/1967 00:00:00,      46.649,      1,      45.211,      1,      47.436,      1
23/02/1967 00:00:00,      44.499,      1,      43.069,      1,      45.211,      1
24/02/1967 00:00:00,      43.069,      1,      43.069,      1,      43.069,      1
25/02/1967 00:00:00,      46.831,      1,      43.069,      1,      49.378,      1
26/02/1967 00:00:00,      48.701,      1,      46.034,      1,      49.956,      1
27/02/1967 00:00:00,      44.983,      1,      43.817,      1,      46.034,      1
28/02/1967 00:00:00,      43.167,      1,      42.807,      1,      43.817,      1
01/03/1967 00:00:00,      42.807,      1,      42.807,      1,      42.807,      1
02/03/1967 00:00:00,      44.715,      1,      42.807,      1,      47.148,      1
03/03/1967 00:00:00,      46.209,      1,      45.758,      1,      47.148,      1
04/03/1967 00:00:00,      58.099,      1,      45.850,      1,      92.313,      1
05/03/1967 00:00:00,      94.725,      1,      71.741,      1,     115.318,      1
06/03/1967 00:00:00,      62.637,      1,      53.925,      1,      71.741,      1
07/03/1967 00:00:00,      50.019,      1,      47.148,      1,      53.925,      1
08/03/1967 00:00:00,      46.487,      1,      46.034,      1,      47.436,      1
09/03/1967 00:00:00,      48.751,      1,      47.436,      1,      48.999,      1
10/03/1967 00:00:00,      49.861,      1,      48.999,      1,      49.956,      1
11/03/1967 00:00:00,      47.515,      1,      45.035,      1,      49.956,      1
12/03/1967 00:00:00,      43.771,      1,      42.579,      1,      45.035,      1
13/03/1967 00:00:00,      40.980,      1,      39.750,      1,      42.579,      1
14/03/1967 00:00:00,      38.531,      1,      37.742,      1,      39.750,      1
15/03/1967 00:00:00,      37.399,      1,      37.007,      1,      37.742,      1
16/03/1967 00:00:00,      37.007,      1,      37.007,      1,      37.007,      1
17/03/1967 00:00:00,      37.497,      1,      37.007,      1,      37.742,      1
18/03/1967 00:00:00,      37.513,      1,      36.765,      1,      37.742,      1
19/03/1967 00:00:00,      36.765,      1,      36.765,      1,      36.765,      1
20/03/1967 00:00:00,      36.515,      1,      36.284,      1,      36.765,      1
21/03/1967 00:00:00,      36.284,      1,      36.284,      1,      36.284,      1
22/03/1967 00:00:00,      38.880,      1,      36.284,      1,      40.750,      1
23/03/1967 00:00:00,      37.471,      1,      36.765,      1,      37.496,      1
24/03/1967 00:00:00,      34.127,      1,      32.160,      1,      36.765,      1
25/03/1967 00:00:00,      32.160,      1,      32.160,      1,      32.160,      1
26/03/1967 00:00:00,      32.160,      1,      32.160,      1,      32.160,      1
27/03/1967 00:00:00,      32.160,      1,      32.160,      1,      32.160,      1
28/03/1967 00:00:00,      33.042,      1,      32.160,      1,      33.268,      1
29/03/1967 00:00:00,      33.268,      1,      33.268,      1,      33.268,      1
30/03/1967 00:00:00,      33.750,      1,      33.268,      1,      37.654,      1
31/03/1967 00:00:00,      44.936,      1,      37.654,      1,      49.956,      1
01/04/1967 00:00:00,      36.809,      1,      35.754,      1,      40.314,      1
02/04/1967 00:00:00,      34.883,      1,      33.947,      1,      35.754,      1
03/04/1967 00:00:00,      33.663,      1,      33.268,      1,      33.947,      1
04/04/1967 00:00:00,      36.847,      1,      33.719,      1,      37.742,      1
05/04/1967 00:00:00,      35.935,      1,      35.101,      1,      36.480,      1
06/04/1967 00:00:00,      42.224,      1,      35.101,      1,      74.272,      1
07/04/1967 00:00:00,      48.467,      1,      44.130,      1,      76.206,      1
08/04/1967 00:00:00,      41.771,      1,      38.991,      1,      44.399,      1
09/04/1967 00:00:00,      38.991,      1,      38.991,      1,      38.991,      1
10/04/1967 00:00:00,      37.385,      1,      35.101,      1,      38.991,      1
11/04/1967 00:00:00,      33.392,      1,      32.600,      1,      35.101,      1
12/04/1967 00:00:00,      32.600,      1,      32.600,      1,      32.600,      1
13/04/1967 00:00:00,      32.600,      1,      32.600,      1,      32.600,      1
14/04/1967 00:00:00,      32.600,      1,      32.600,      1,      32.600,      1
15/04/1967 00:00:00,      32.600,      1,      32.600,      1,      32.600,      1
16/04/1967 00:00:00,      32.600,      1,      32.600,      1,      32.600,      1
17/04/1967 00:00:00,      32.600,      1,      32.600,      1,      32.600,      1
18/04/1967 00:00:00,      32.522,      1,      32.160,      1,      32.600,      1
19/04/1967 00:00:00,      32.014,      1,      31.106,      1,      32.160,      1
20/04/1967 00:00:00,      29.408,      1,      28.871,      1,      31.106,      1
21/04/1967 00:00:00,      29.554,      1,      28.871,      1,      29.630,      1
22/04/1967 00:00:00,      29.630,      1,      29.630,      1,      29.630,      1
23/04/1967 00:00:00,      29.630,      1,      29.630,      1,      29.630,      1
24/04/1967 00:00:00,      29.467,      1,      29.059,      1,      29.630,      1
25/04/1967 00:00:00,      28.718,      1,      28.684,      1,      29.059,      1
26/04/1967 00:00:00,      28.684,      1,      28.684,      1,      28.684,      1
27/04/1967 00:00:00,      28.684,      1,      28.684,      1,      28.684,      1
28/04/1967 00:00:00,      28.611,      1,      28.126,      1,      28.684,      1
29/04/1967 00:00:00,      27.837,      1,      27.577,      1,      28.126,      1
30/04/1967 00:00:00,      27.683,      1,      27.577,      1,      28.126,      1
01/05/1967 00:00:00,      27.987,      1,      27.943,      1,      28.126,      1
02/05/1967 00:00:00,      27.943,      1,      27.943,      1,      27.943,      1
03/05/1967 00:00:00,      28.470,      1,      27.943,      1,      29.059,      1
04/05/1967 00:00:00,      28.767,      1,      28.684,      1,      29.059,      1
05/05/1967 00:00:00,      28.758,      1,      28.729,      1,      28.786,      1
06/05/1967 00:00:00,      28.815,      1,      28.786,      1,      28.844,      1
07/05/1967 00:00:00,      29.187,      1,      28.844,      1,      29.630,      1
08/05/1967 00:00:00,      29.430,      1,      29.059,      1,      29.630,      1
09/05/1967 00:00:00,      29.059,      1,      29.059,      1,      29.059,      1
10/05/1967 00:00:00,      29.017,      1,      28.871,      1,      29.059,      1
11/05/1967 00:00:00,      28.871,      1,      28.871,      1,      28.871,      1
12/05/1967 00:00:00,      28.871,      1,      28.871,      1,      28.871,      1
13/05/1967 00:00:00,      28.871,      1,      28.871,      1,      28.871,      1
14/05/1967 00:00:00,      28.335,      1,      27.759,      1,      28.871,      1
15/05/1967 00:00:00,      27.759,      1,      27.759,      1,      27.759,      1
16/05/1967 00:00:00,      27.759,      1,      27.759,      1,      27.759,      1
17/05/1967 00:00:00,      27.759,      1,      27.759,      1,      27.759,      1
18/05/1967 00:00:00,      27.759,      1,      27.759,      1,      27.759,      1
19/05/1967 00:00:00,      27.759,      1,      27.759,      1,      27.759,      1
20/05/1967 00:00:00,      28.196,      1,      27.759,      1,      29.386,      1
21/05/1967 00:00:00,      39.543,      1,      29.386,      1,      55.377,      1
22/05/1967 00:00:00,      81.986,      1,      55.377,      1,      97.137,      1
23/05/1967 00:00:00,      72.934,      1,      63.994,      1,      88.751,      1
24/05/1967 00:00:00,      51.883,      1,      47.148,      1,      63.994,      1
25/05/1967 00:00:00,      43.214,      1,      39.716,      1,      47.148,      1
26/05/1967 00:00:00,      36.870,      1,      36.284,      1,      39.716,      1
27/05/1967 00:00:00,      35.764,      1,      35.570,      1,      36.284,      1
28/05/1967 00:00:00,      35.544,      1,      35.335,      1,      35.570,      1
29/05/1967 00:00:00,      35.335,      1,      35.335,      1,      35.335,      1
30/05/1967 00:00:00,      35.335,      1,      35.335,      1,      35.335,      1
31/05/1967 00:00:00,      34.228,      1,      33.719,      1,      35.335,      1
01/06/1967 00:00:00,      34.383,      1,      34.175,      1,      34.636,      1
02/06/1967 00:00:00,      34.175,      1,      34.175,      1,      34.175,      1
03/06/1967 00:00:00,      33.461,      1,      33.044,      1,      34.175,      1
04/06/1967 00:00:00,      32.445,      1,      32.160,      1,      33.044,      1
05/06/1967 00:00:00,      32.160,      1,      32.160,      1,      32.160,      1
06/06/1967 00:00:00,      32.160,      1,      32.160,      1,      32.160,      1
07/06/1967 00:00:00,      32.733,      1,      32.160,      1,      33.493,      1
08/06/1967 00:00:00,      34.618,      1,      33.493,      1,      35.525,      1
09/06/1967 00:00:00,      41.336,      1,      35.525,      1,      45.971,      1
10/06/1967 00:00:00,      53.336,      1,      45.971,      1,      57.769,      1
11/06/1967 00:00:00,      57.244,      1,      53.943,      1,      57.769,      1
12/06/1967 00:00:00,      49.015,      1,      43.759,      1,      53.943,      1
13/06/1967 00:00:00,      41.580,      1,      40.248,      1,      43.759,      1
14/06/1967 00:00:00,      39.644,      1,      39.498,      1,      40.248,      1
15/06/1967 00:00:00,      46.712,      1,      39.561,      1,      63.100,      1
16/06/1967 00:00:00,     104.433,      1,      63.100,      1,     116.652,      1
17/06/1967 00:00:00,      93.672,      1,      73.594,      1,     116.652,      1
18/06/1967 00:00:00,      62.275,      1,      54.968,      1,      73.594,      1
19/06/1967 00:00:00,      57.539,      1,      54.953,      1,      61.454,      1
20/06/1967 00:00:00,      49.268,      1,      44.404,      1,      55.621,      1
21/06/1967 00:00:00,      43.381,      1,      41.258,      1,      44.404,      1
22/06/1967 00:00:00,      41.095,      1,      40.290,      1,      41.258,      1
23/06/1967 00:00:00,      42.131,      1,      40.248,      1,      48.369,      1
24/06/1967 00:00:00,      53.332,      1,      48.369,      1,      56.348,      1
25/06/1967 00:00:00,      56.069,      1,      53.023,      1,      56.348,      1
26/06/1967 00:00:00,      47.706,      1,      44.399,      1,      53.023,      1
27/06/1967 00:00:00,      42.207,      1,      41.003,      1,      44.399,      1
28/06/1967 00:00:00,      39.798,      1,      38.991,      1,      41.003,      1
29/06/1967 00:00:00,      37.924,      1,      36.806,      1,      38.991,      1
30/06/1967 00:00:00,      36.765,      1,      36.765,      1,      36.806,      1
01/07/1967 00:00:00,      38.414,      1,      36.765,      1,      40.918,      1
02/07/1967 00:00:00,      42.932,      1,      40.918,      1,      44.391,      1
03/07/1967 00:00:00,      44.292,      1,      42.190,      1,      45.484,      1
04/07/1967 00:00:00,      41.215,      1,      40.499,      1,      42.190,      1
05/07/1967 00:00:00,      40.029,      1,      39.998,      1,      40.499,      1
06/07/1967 00:00:00,      40.449,      1,      39.998,      1,      42.027,      1
07/07/1967 00:00:00,      42.291,      1,      42.027,      1,      42.546,      1
08/07/1967 00:00:00,      40.689,      1,      39.244,      1,      42.027,      1
09/07/1967 00:00:00,      38.740,      1,      37.989,      1,      39.244,      1
10/07/1967 00:00:00,      37.877,      1,      37.742,      1,      38.238,      1
11/07/1967 00:00:00,      38.958,      1,      37.742,      1,      40.346,      1
12/07/1967 00:00:00,      52.818,      1,      40.346,      1,      62.232,      1
13/07/1967 00:00:00,      51.659,      1,      49.692,      1,      57.577,      1
14/07/1967 00:00:00,      43.821,      1,      40.868,      1,      49.692,      1
15/07/1967 00:00:00,      40.345,      1,      39.498,      1,      40.868,      1
16/07/1967 00:00:00,      38.838,      1,      38.238,      1,      39.498,      1
17/07/1967 00:00:00,      38.235,      1,      38.070,      1,      38.238,      1
18/07/1967 00:00:00,      37.415,      1,      36.765,      1,      38.070,      1
19/07/1967 00:00:00,      36.765,      1,      36.765,      1,      36.765,      1
20/07/1967 00:00:00,      36.731,      1,      36.110,      1,      36.765,      1
21/07/1967 00:00:00,      35.105,      1,      34.636,      1,      36.110,      1
22/07/1967 00:00:00,      34.330,      1,      34.175,      1,      34.636,      1
23/07/1967 00:00:00,      33.158,      1,      32.821,      1,      34.175,      1
24/07/1967 00:00:00,      33.384,      1,      32.821,      1,      33.493,      1
25/07/1967 00:00:00,      33.493,      1,      33.493,      1,      33.493,      1
26/07/1967 00:00:00,      33.534,      1,      33.493,      1,      33.947,      1
27/07/1967 00:00:00,      34.503,      1,      33.947,      1,      34.636,      1
28/07/1967 00:00:00,      35.935,      1,      34.636,      1,      38.370,      1
29/07/1967 00:00:00,      41.258,      1,      38.370,      1,      42.546,      1
30/07/1967 00:00:00,      43.512,      1,      42.546,      1,      45.758,      1
31/07/1967 00:00:00,      45.254,      1,      44.399,      1,      46.034,      1
01/08/1967 00:00:00,      43.429,      1,      41.671,      1,      44.399,      1
02/08/1967 00:00:00,      40.366,      1,      38.738,      1,      41.671,      1
03/08/1967 00:00:00,      37.587,      1,      36.765,      1,      38.738,      1
04/08/1967 00:00:00,      36.520,      1,      36.284,      1,      36.765,      1
05/08/1967 00:00:00,      34.832,      1,      33.719,      1,      36.284,      1
06/08/1967 00:00:00,      33.920,      1,      33.493,      1,      37.452,      1
07/08/1967 00:00:00,     133.674,      1,      37.452,      1,     482.670,      1
08/08/1967 00:00:00,    1937.136,      1,     482.670,      1,    3165.731,      1
09/08/1967 00:00:00,    2191.876,      1,    1501.323,      1,    3049.156,      1
10/08/1967 00:00:00,     973.648,      1,     613.004,      1,    1501.323,      1
11/08/1967 00:00:00,     462.074,      1,     387.918,      1,     613.004,      1
12/08/1967 00:00:00,     355.850,      1,     292.735,      1,     387.918,      1
13/08/1967 00:00:00,     252.951,      1,     221.652,      1,     292.735,      1
