Date,Flow (Ml/d)
21/11/1969 ,14.4288
22/11/1969 ,10.6272
23/11/1969 ,8.7264
24/11/1969 ,5.8752
25/11/1969 ,4.1472
26/11/1969 ,3.2832
27/11/1969 ,2.3328
28/11/1969 ,1.6416
29/11/1969 ,1.9008
30/11/1969 ,2.7648
01/12/1969 ,1.8144
02/12/1969 ,1.1232
03/12/1969 ,1.1232
04/12/1969 ,1.6416
05/12/1969 ,1.4688
06/12/1969 ,1.1232
07/12/1969 ,0.9504
08/12/1969 ,0.864
09/12/1969 ,0.9504
10/12/1969 ,0.864
11/12/1969 ,0.864
12/12/1969 ,0.7776
13/12/1969 ,5.184
14/12/1969 ,4.1472
15/12/1969 ,1.8144
16/12/1969 ,1.1232
17/12/1969 ,0.9504
18/12/1969 ,0.7776
19/12/1969 ,0.6912
20/12/1969 ,0.6048
21/12/1969 ,0.6912
22/12/1969 ,0.6912
23/12/1969 ,0.7776
24/12/1969 ,0.6048
25/12/1969 ,0.5184
26/12/1969 ,0.3456
27/12/1969 ,0.3456
28/12/1969 ,0.2592
29/12/1969 ,0.1728
30/12/1969 ,0.0864
31/12/1969 ,0.1728
01/01/1970 ,0.1728
02/01/1970 ,0.2592
03/01/1970 ,3.5424
04/01/1970 ,3.8016
05/01/1970 ,1.9008
06/01/1970 ,1.296
07/01/1970 ,0.864
08/01/1970 ,0.6912
09/01/1970 ,0.6048
10/01/1970 ,0.5184
11/01/1970 ,0.5184
12/01/1970 ,0.6912
13/01/1970 ,0.9504
14/01/1970 ,0.7776
15/01/1970 ,0.5184
16/01/1970 ,0.3456
17/01/1970 ,0.3456
18/01/1970 ,0.3456
19/01/1970 ,0.5184
20/01/1970 ,0.432
21/01/1970 ,0.3456
22/01/1970 ,0.2592
23/01/1970 ,0.2592
24/01/1970 ,0.1728
25/01/1970 ,0.1728
26/01/1970 ,0.1728
27/01/1970 ,8.5536
28/01/1970 ,1.5552
29/01/1970 ,1.0368
30/01/1970 ,0.6048
31/01/1970 ,0.3456
01/02/1970 ,0.2592
02/02/1970 ,0.1728
03/02/1970 ,0.0864
04/02/1970 ,0.0864
05/02/1970 ,0.0864
06/02/1970 ,0
07/02/1970 ,0
08/02/1970 ,0
09/02/1970 ,0
10/02/1970 ,0
11/02/1970 ,0
12/02/1970 ,0.432
13/02/1970 ,25.2288
14/02/1970 ,20.736
15/02/1970 ,3.3696
16/02/1970 ,1.2096
17/02/1970 ,0.864
18/02/1970 ,0.6048
19/02/1970 ,0.5184
20/02/1970 ,0.3456
21/02/1970 ,0.2592
22/02/1970 ,0.2592
23/02/1970 ,0.1728
24/02/1970 ,0.2592
25/02/1970 ,0.2592
26/02/1970 ,0.2592
27/02/1970 ,0.6048
28/02/1970 ,0.864
01/03/1970 ,0.864
02/03/1970 ,0.5184
03/03/1970 ,0.3456
04/03/1970 ,0.2592
05/03/1970 ,0.2592
06/03/1970 ,0.1728
07/03/1970 ,0.2592
08/03/1970 ,0.3456
09/03/1970 ,0.432
10/03/1970 ,0.3456
11/03/1970 ,0.2592
12/03/1970 ,0.1728
13/03/1970 ,0.0864
14/03/1970 ,0.0864
15/03/1970 ,0
16/03/1970 ,0
17/03/1970 ,0.0864
18/03/1970 ,0.0864
19/03/1970 ,0.0864
20/03/1970 ,0.3456
21/03/1970 ,0.7776
22/03/1970 ,0.864
23/03/1970 ,0.6912
24/03/1970 ,0.7776
25/03/1970 ,0.864
26/03/1970 ,0.6048
27/03/1970 ,0.5184
28/03/1970 ,0.3456
29/03/1970 ,0.2592
30/03/1970 ,0.3456
31/03/1970 ,0.2592
01/04/1970 ,0.1728
02/04/1970 ,0.1728
03/04/1970 ,0.1728
04/04/1970 ,0.1728
05/04/1970 ,0.1728
06/04/1970 ,0.1728
07/04/1970 ,0.2592
08/04/1970 ,0.1728
09/04/1970 ,0.1728
10/04/1970 ,0.2592
11/04/1970 ,0.3456
12/04/1970 ,1.2096
13/04/1970 ,2.4192
14/04/1970 ,1.728
15/04/1970 ,1.1232
16/04/1970 ,0.6048
17/04/1970 ,0.3456
18/04/1970 ,0.2592
19/04/1970 ,0.2592
20/04/1970 ,0.1728
21/04/1970 ,0.1728
22/04/1970 ,0.1728
23/04/1970 ,0.2592
24/04/1970 ,4.1472
25/04/1970 ,4.1472
26/04/1970 ,1.4688
27/04/1970 ,0.9504
28/04/1970 ,0.6912
29/04/1970 ,0.7776
30/04/1970 ,0.7776
01/05/1970 ,0.6912
02/05/1970 ,0.6048
03/05/1970 ,0.5184
04/05/1970 ,0.432
05/05/1970 ,0.3456
06/05/1970 ,0.3456
07/05/1970 ,0.432
08/05/1970 ,0.6912
09/05/1970 ,0.6912
10/05/1970 ,0.6048
11/05/1970 ,0.5184
12/05/1970 ,0.5184
13/05/1970 ,0.432
14/05/1970 ,0.432
15/05/1970 ,0.432
16/05/1970 ,0.5184
17/05/1970 ,0.6912
18/05/1970 ,0.7776
19/05/1970 ,0.7776
20/05/1970 ,0.6912
21/05/1970 ,0.6048
22/05/1970 ,0.5184
23/05/1970 ,0.432
24/05/1970 ,0.432
25/05/1970 ,0.432
26/05/1970 ,0.3456
27/05/1970 ,0.3456
28/05/1970 ,0.3456
29/05/1970 ,0.432
30/05/1970 ,0.9504
31/05/1970 ,1.3824
01/06/1970 ,1.296
02/06/1970 ,1.2096
03/06/1970 ,1.0368
04/06/1970 ,0.864
05/06/1970 ,0.7776
06/06/1970 ,0.6912
07/06/1970 ,0.6912
08/06/1970 ,0.6912
09/06/1970 ,0.6912
10/06/1970 ,0.7776
11/06/1970 ,0.864
12/06/1970 ,1.728
13/06/1970 ,1.3824
14/06/1970 ,1.0368
15/06/1970 ,0.864
16/06/1970 ,0.864
17/06/1970 ,0.9504
18/06/1970 ,0.9504
19/06/1970 ,0.864
20/06/1970 ,0.6912
21/06/1970 ,0.6912
22/06/1970 ,0.6912
23/06/1970 ,0.6912
24/06/1970 ,0.6912
25/06/1970 ,0.6912
26/06/1970 ,0.6912
27/06/1970 ,0.6912
28/06/1970 ,0.6912
29/06/1970 ,0.6912
30/06/1970 ,0.6912
01/07/1970 ,0.6912
02/07/1970 ,0.6912
03/07/1970 ,0.6912
04/07/1970 ,0.6912
05/07/1970 ,0.6912
06/07/1970 ,0.6048
07/07/1970 ,0.5184
08/07/1970 ,0.5184
09/07/1970 ,0.5184
10/07/1970 ,0.5184
11/07/1970 ,0.5184
12/07/1970 ,0.5184
13/07/1970 ,0.5184
14/07/1970 ,0.5184
15/07/1970 ,0.5184
16/07/1970 ,0.5184
17/07/1970 ,0.5184
18/07/1970 ,0.5184
19/07/1970 ,0.5184
20/07/1970 ,0.5184
21/07/1970 ,0.5184
22/07/1970 ,0.5184
23/07/1970 ,0.432
24/07/1970 ,0.432
25/07/1970 ,0.432
26/07/1970 ,0.432
27/07/1970 ,0.432
28/07/1970 ,0.432
29/07/1970 ,0.432
30/07/1970 ,0.432
31/07/1970 ,0.432
01/08/1970 ,0.432
02/08/1970 ,0.432
03/08/1970 ,0.7776
04/08/1970 ,1.0368
05/08/1970 ,0.864
06/08/1970 ,0.7776
07/08/1970 ,0.6912
08/08/1970 ,0.6048
09/08/1970 ,0.5184
10/08/1970 ,0.432
11/08/1970 ,0.432
12/08/1970 ,0.5184
13/08/1970 ,0.6912
14/08/1970 ,0.6912
15/08/1970 ,0.6912
16/08/1970 ,0.5184
17/08/1970 ,0.5184
18/08/1970 ,0.6048
19/08/1970 ,0.864
20/08/1970 ,0.9504
21/08/1970 ,0.864
22/08/1970 ,0.7776
23/08/1970 ,0.6912
24/08/1970 ,0.6048
25/08/1970 ,3.7152
26/08/1970 ,4.6656
27/08/1970 ,1.8144
28/08/1970 ,46.224
29/08/1970 ,17.0208
30/08/1970 ,7.6896
31/08/1970 ,3.3696
01/09/1970 ,1.9008
02/09/1970 ,1.296
03/09/1970 ,1.1232
04/09/1970 ,1.0368
05/09/1970 ,0.9504
06/09/1970 ,0.864
07/09/1970 ,0.864
08/09/1970 ,0.7776
09/09/1970 ,0.6912
10/09/1970 ,0.864
11/09/1970 ,1.0368
12/09/1970 ,0.9504
13/09/1970 ,0.7776
14/09/1970 ,0.6912
15/09/1970 ,0.6912
16/09/1970 ,0.864
17/09/1970 ,1.2096
18/09/1970 ,0.9504
19/09/1970 ,0.6912
20/09/1970 ,0.7776
21/09/1970 ,0.6912
22/09/1970 ,0.6048
23/09/1970 ,253.6704
24/09/1970 ,325.5552
25/09/1970 ,167.184
26/09/1970 ,48.1248
27/09/1970 ,27.216
28/09/1970 ,586.224
29/09/1970 ,303.9552
30/09/1970 ,151.9776
01/10/1970 ,49.1616
02/10/1970 ,28.2528
03/10/1970 ,20.2176
04/10/1970 ,14.8608
05/10/1970 ,12.2688
06/10/1970 ,7.8624
07/10/1970 ,6.48
08/10/1970 ,4.4064
09/10/1970 ,5.0976
10/10/1970 ,3.9744
11/10/1970 ,2.7648
12/10/1970 ,2.7648
13/10/1970 ,2.9376
14/10/1970 ,2.16
15/10/1970 ,1.6416
16/10/1970 ,1.296
17/10/1970 ,1.1232
18/10/1970 ,1.0368
19/10/1970 ,0.864
20/10/1970 ,1.296
21/10/1970 ,2.8512
22/10/1970 ,2.4192
23/10/1970 ,1.3824
24/10/1970 ,0.9504
25/10/1970 ,0.864
26/10/1970 ,0.864
27/10/1970 ,0.864
28/10/1970 ,0.7776
29/10/1970 ,0.6912
30/10/1970 ,0.6912
31/10/1970 ,0.6912
01/11/1970 ,0.6912
02/11/1970 ,0.6912
03/11/1970 ,0.6048
04/11/1970 ,0.432
05/11/1970 ,0.432
06/11/1970 ,0.432
07/11/1970 ,0.432
08/11/1970 ,0.6912
09/11/1970 ,1.5552
10/11/1970 ,2.2464
11/11/1970 ,1.5552
12/11/1970 ,19.6128
13/11/1970 ,21.3408
14/11/1970 ,7.4304
15/11/1970 ,3.1968
16/11/1970 ,3.2832
17/11/1970 ,3.456
18/11/1970 ,1.9008
19/11/1970 ,1.296
20/11/1970 ,4.32
21/11/1970 ,1.8144
22/11/1970 ,1.0368
23/11/1970 ,0.864
24/11/1970 ,0.7776
25/11/1970 ,0.864
26/11/1970 ,0.7776
27/11/1970 ,58.4928
28/11/1970 ,17.6256
29/11/1970 ,9.6768
30/11/1970 ,6.1344
01/12/1970 ,3.888
02/12/1970 ,2.2464
03/12/1970 ,1.296
04/12/1970 ,0.9504
05/12/1970 ,0.9504
06/12/1970 ,0.864
07/12/1970 ,0.864
08/12/1970 ,0.7776
09/12/1970 ,0.6912
10/12/1970 ,3.888
11/12/1970 ,61.0848
12/12/1970 ,21.8592
13/12/1970 ,21.6864
14/12/1970 ,11.664
15/12/1970 ,6.912
16/12/1970 ,4.1472
17/12/1970 ,2.8512
18/12/1970 ,2.0736
19/12/1970 ,8.8128
20/12/1970 ,12.8736
21/12/1970 ,2.8512
22/12/1970 ,1.296
23/12/1970 ,0.9504
24/12/1970 ,0.6912
25/12/1970 ,1.0368
26/12/1970 ,1.3824
27/12/1970 ,0.9504
28/12/1970 ,0.6912
29/12/1970 ,0.6048
30/12/1970 ,0.6912
31/12/1970 ,2.9376
01/01/1971 ,3.2832
02/01/1971 ,1.0368
03/01/1971 ,0.6912
04/01/1971 ,0.9504
05/01/1971 ,4.9248
06/01/1971 ,2.2464
07/01/1971 ,0.9504
08/01/1971 ,0.6912
09/01/1971 ,0.432
10/01/1971 ,0.2592
11/01/1971 ,0.1728
12/01/1971 ,0.0864
13/01/1971 ,0.0864
14/01/1971 ,0.1728
15/01/1971 ,1.6416
16/01/1971 ,1.3824
17/01/1971 ,0.9504
18/01/1971 ,0.7776
19/01/1971 ,0.6048
20/01/1971 ,0.432
21/01/1971 ,0.3456
22/01/1971 ,0.2592
23/01/1971 ,0.2592
24/01/1971 ,0.2592
25/01/1971 ,0.2592
26/01/1971 ,0.432
27/01/1971 ,16.7616
28/01/1971 ,19.6992
29/01/1971 ,5.2704
30/01/1971 ,47.2608
31/01/1971 ,26.5248
01/02/1971 ,151.0272
02/02/1971 ,76.896
03/02/1971 ,22.2912
04/02/1971 ,38.7072
05/02/1971 ,42.5952
06/02/1971 ,192.672
07/02/1971 ,60.7392
08/02/1971 ,67.824
09/02/1971 ,28.6848
10/02/1971 ,171.3312
11/02/1971 ,1703.2032
12/02/1971 ,240.2784
13/02/1971 ,69.12
14/02/1971 ,37.2384
15/02/1971 ,25.2288
16/02/1971 ,17.6256
17/02/1971 ,11.7504
18/02/1971 ,7.6032
19/02/1971 ,5.7888
20/02/1971 ,5.0976
21/02/1971 ,4.2336
22/02/1971 ,3.1104
23/02/1971 ,1.8144
24/02/1971 ,9.4176
25/02/1971 ,4.8384
26/02/1971 ,2.0736
27/02/1971 ,2.0736
28/02/1971 ,1.728
01/03/1971 ,1.3824
02/03/1971 ,1.2096
03/03/1971 ,1.1232
04/03/1971 ,1.1232
05/03/1971 ,1.1232
06/03/1971 ,1.1232
07/03/1971 ,1.1232
08/03/1971 ,1.1232
09/03/1971 ,1.1232
10/03/1971 ,1.1232
11/03/1971 ,1.0368
12/03/1971 ,0.864
13/03/1971 ,0.864
14/03/1971 ,0.864
15/03/1971 ,0.9504
16/03/1971 ,0.864
17/03/1971 ,0.864
18/03/1971 ,0.7776
19/03/1971 ,0.7776
20/03/1971 ,0.7776
21/03/1971 ,0.7776
22/03/1971 ,0.7776
23/03/1971 ,0.7776
24/03/1971 ,0.864
25/03/1971 ,0.864
26/03/1971 ,0.864
27/03/1971 ,0.864
28/03/1971 ,1.6416
29/03/1971 ,1.6416
30/03/1971 ,1.1232
31/03/1971 ,0.864
01/04/1971 ,0.7776
02/04/1971 ,0.7776
03/04/1971 ,0.7776
04/04/1971 ,0.6912
05/04/1971 ,0.6048
06/04/1971 ,0.6048
07/04/1971 ,0.6048
08/04/1971 ,0.6048
09/04/1971 ,0.6048
10/04/1971 ,0.6048
11/04/1971 ,0.6048
12/04/1971 ,0.6912
13/04/1971 ,0.7776
14/04/1971 ,0.7776
15/04/1971 ,0.7776
16/04/1971 ,0.7776
17/04/1971 ,0.7776
18/04/1971 ,0.7776
19/04/1971 ,1.2096
20/04/1971 ,1.9872
21/04/1971 ,1.296
22/04/1971 ,0.9504
23/04/1971 ,0.7776
24/04/1971 ,0.7776
25/04/1971 ,0.7776
26/04/1971 ,0.7776
27/04/1971 ,1.1232
28/04/1971 ,1.4688
29/04/1971 ,1.2096
30/04/1971 ,1.0368
01/05/1971 ,0.9504
02/05/1971 ,0.864
03/05/1971 ,0.864
04/05/1971 ,0.7776
05/05/1971 ,1.296
06/05/1971 ,3.2832
07/05/1971 ,1.728
08/05/1971 ,0.9504
09/05/1971 ,0.864
10/05/1971 ,0.7776
11/05/1971 ,0.6912
12/05/1971 ,0.7776
13/05/1971 ,0.7776
14/05/1971 ,0.6912
15/05/1971 ,0.6912
16/05/1971 ,0.6048
17/05/1971 ,0.6048
18/05/1971 ,0.6048
19/05/1971 ,0.6048
20/05/1971 ,0.6048
21/05/1971 ,0.6048
22/05/1971 ,0.6048
23/05/1971 ,0.6048
24/05/1971 ,0.6048
25/05/1971 ,0.6048
26/05/1971 ,0.6048
27/05/1971 ,0.6048
28/05/1971 ,0.6048
29/05/1971 ,0.6048
30/05/1971 ,0.6912
31/05/1971 ,1.0368
01/06/1971 ,1.0368
02/06/1971 ,0.9504
03/06/1971 ,0.864
04/06/1971 ,0.864
05/06/1971 ,0.864
06/06/1971 ,0.864
07/06/1971 ,0.7776
08/06/1971 ,0.6912
09/06/1971 ,0.7776
10/06/1971 ,0.7776
11/06/1971 ,0.7776
12/06/1971 ,0.7776
13/06/1971 ,0.6912
14/06/1971 ,0.6912
15/06/1971 ,0.6912
16/06/1971 ,0.6912
17/06/1971 ,0.6912
18/06/1971 ,0.6912
19/06/1971 ,0.6912
20/06/1971 ,0.6912
21/06/1971 ,0.6912
22/06/1971 ,0.6912
23/06/1971 ,0.6912
24/06/1971 ,0.6912
25/06/1971 ,0.6912
26/06/1971 ,0.6912
27/06/1971 ,0.6912
28/06/1971 ,0.6912
29/06/1971 ,0.6912
30/06/1971 ,0.6912
01/07/1971 ,0.6912
02/07/1971 ,0.6048
03/07/1971 ,0.6048
04/07/1971 ,0.6048
05/07/1971 ,0.6048
06/07/1971 ,0.6048
07/07/1971 ,0.6048
08/07/1971 ,0.6048
09/07/1971 ,0.6048
10/07/1971 ,0.6048
11/07/1971 ,0.6048
12/07/1971 ,0.6048
13/07/1971 ,0.6048
14/07/1971 ,0.6048
15/07/1971 ,0.6048
16/07/1971 ,0.864
17/07/1971 ,0.9504
18/07/1971 ,1.3824
19/07/1971 ,1.4688
20/07/1971 ,1.0368
21/07/1971 ,0.7776
22/07/1971 ,0.7776
23/07/1971 ,0.6912
24/07/1971 ,0.6048
25/07/1971 ,0.6048
26/07/1971 ,0.6048
27/07/1971 ,0.5184
28/07/1971 ,0.5184
29/07/1971 ,0.5184
30/07/1971 ,0.5184
31/07/1971 ,0.5184
01/08/1971 ,0.5184
02/08/1971 ,0.6912
03/08/1971 ,0.6912
04/08/1971 ,0.6912
05/08/1971 ,0.6048
06/08/1971 ,0.5184
07/08/1971 ,0.5184
08/08/1971 ,0.5184
09/08/1971 ,0.5184
10/08/1971 ,0.5184
11/08/1971 ,0.5184
12/08/1971 ,0.5184
13/08/1971 ,0.5184
14/08/1971 ,0.5184
15/08/1971 ,0.5184
16/08/1971 ,0.432
17/08/1971 ,0.432
18/08/1971 ,0.3456
19/08/1971 ,0.3456
20/08/1971 ,0.3456
21/08/1971 ,0.3456
22/08/1971 ,0.6048
23/08/1971 ,2.7648
24/08/1971 ,2.6784
25/08/1971 ,1.4688
26/08/1971 ,0.9504
27/08/1971 ,1.0368
28/08/1971 ,1.9008
29/08/1971 ,1.2096
30/08/1971 ,1.9008
31/08/1971 ,3.6288
01/09/1971 ,1.728
02/09/1971 ,0.9504
03/09/1971 ,0.864
04/09/1971 ,0.6912
05/09/1971 ,0.6912
06/09/1971 ,0.6048
07/09/1971 ,0.5184
08/09/1971 ,0.5184
09/09/1971 ,0.432
10/09/1971 ,0.432
11/09/1971 ,0.5184
12/09/1971 ,0.5184
13/09/1971 ,0.5184
14/09/1971 ,0.5184
15/09/1971 ,0.432
16/09/1971 ,0.6048
17/09/1971 ,0.9504
18/09/1971 ,0.9504
19/09/1971 ,0.7776
20/09/1971 ,0.6048
21/09/1971 ,0.5184
22/09/1971 ,0.5184
23/09/1971 ,0.5184
24/09/1971 ,0.5184
25/09/1971 ,0.432
26/09/1971 ,0.432
27/09/1971 ,0.5184
28/09/1971 ,0.5184
29/09/1971 ,0.5184
30/09/1971 ,0.432
01/10/1971 ,0.2592
02/10/1971 ,0.2592
03/10/1971 ,0.1728
04/10/1971 ,0.1728
05/10/1971 ,0.2592
06/10/1971 ,0.2592
07/10/1971 ,0.2592
08/10/1971 ,0.1728
09/10/1971 ,0.0864
10/10/1971 ,0.0864
11/10/1971 ,0.0864
12/10/1971 ,0.0864
13/10/1971 ,0
14/10/1971 ,0
15/10/1971 ,0.0864
16/10/1971 ,0.5184
17/10/1971 ,0.2592
18/10/1971 ,0.2592
19/10/1971 ,0.1728
20/10/1971 ,0.1728
21/10/1971 ,0.1728
22/10/1971 ,0.0864
23/10/1971 ,0.0864
24/10/1971 ,0.864
25/10/1971 ,0.9504
26/10/1971 ,0.5184
27/10/1971 ,0.3456
28/10/1971 ,0.2592
29/10/1971 ,0.1728
30/10/1971 ,0.0864
31/10/1971 ,0.0864
01/11/1971 ,0.0864
02/11/1971 ,0
03/11/1971 ,0
04/11/1971 ,0
05/11/1971 ,0
06/11/1971 ,0
07/11/1971 ,0
08/11/1971 ,2.7648
09/11/1971 ,3.456
10/11/1971 ,0.9504
11/11/1971 ,0.6048
12/11/1971 ,0.3456
13/11/1971 ,0.2592
14/11/1971 ,0.1728
15/11/1971 ,4.6656
16/11/1971 ,11.4912
17/11/1971 ,1.3824
18/11/1971 ,0.7776
19/11/1971 ,0.5184
20/11/1971 ,0.3456
21/11/1971 ,0.2592
22/11/1971 ,0.1728
23/11/1971 ,0.0864
24/11/1971 ,0.0864
25/11/1971 ,0.0864
26/11/1971 ,0
27/11/1971 ,0
28/11/1971 ,0
29/11/1971 ,0
30/11/1971 ,0.0864
01/12/1971 ,0.7776
02/12/1971 ,0.5184
03/12/1971 ,0.3456
04/12/1971 ,0.1728
05/12/1971 ,0.1728
06/12/1971 ,0.0864
07/12/1971 ,0
08/12/1971 ,0
09/12/1971 ,0.0864
10/12/1971 ,0.1728
11/12/1971 ,0.1728
12/12/1971 ,0.1728
13/12/1971 ,0.0864
14/12/1971 ,0.0864
15/12/1971 ,0
16/12/1971 ,0
17/12/1971 ,0
18/12/1971 ,0
19/12/1971 ,0
20/12/1971 ,0
21/12/1971 ,0
22/12/1971 ,0.0864
23/12/1971 ,0.2592
24/12/1971 ,0.6048
25/12/1971 ,0.3456
26/12/1971 ,1.9872
27/12/1971 ,6.3936
28/12/1971 ,3.456
29/12/1971 ,1.4688
30/12/1971 ,0.7776
31/12/1971 ,0.432
01/01/1972 ,0.6912
02/01/1972 ,0.432
03/01/1972 ,0.2592
04/01/1972 ,0.1728
05/01/1972 ,23.6736
06/01/1972 ,3.024
07/01/1972 ,0.7776
08/01/1972 ,0.432
09/01/1972 ,0.3456
10/01/1972 ,0.2592
11/01/1972 ,0.1728
12/01/1972 ,0.0864
13/01/1972 ,0.0864
14/01/1972 ,0.432
15/01/1972 ,3.3696
16/01/1972 ,6.9984
17/01/1972 ,2.3328
18/01/1972 ,1.296
19/01/1972 ,12.7008
20/01/1972 ,7.776
21/01/1972 ,2.4192
22/01/1972 ,1.0368
23/01/1972 ,0.6912
24/01/1972 ,0.5184
25/01/1972 ,0.432
26/01/1972 ,0.2592
27/01/1972 ,0.2592
28/01/1972 ,0.3456
29/01/1972 ,0.3456
30/01/1972 ,0.3456
31/01/1972 ,0.3456
01/02/1972 ,0.2592
02/02/1972 ,0.2592
03/02/1972 ,0.1728
04/02/1972 ,0.0864
05/02/1972 ,0.0864
06/02/1972 ,0.0864
07/02/1972 ,0.0864
08/02/1972 ,0.0864
09/02/1972 ,0.0864
10/02/1972 ,0.0864
11/02/1972 ,0.0864
12/02/1972 ,0.0864
13/02/1972 ,0.0864
14/02/1972 ,0.3456
15/02/1972 ,478.224
16/02/1972 ,57.3696
17/02/1972 ,15.4656
18/02/1972 ,41.2128
19/02/1972 ,23.328
20/02/1972 ,11.4048
21/02/1972 ,20.304
22/02/1972 ,6.9984
23/02/1972 ,3.2832
24/02/1972 ,1.6416
25/02/1972 ,1.2096
26/02/1972 ,0.9504
27/02/1972 ,0.7776
28/02/1972 ,0.6912
29/02/1972 ,0.6912
01/03/1972 ,0.6912
02/03/1972 ,0.7776
03/03/1972 ,0.7776
04/03/1972 ,1.296
05/03/1972 ,2.16
06/03/1972 ,1.1232
07/03/1972 ,0.864
08/03/1972 ,0.6912
09/03/1972 ,0.6048
10/03/1972 ,0.5184
11/03/1972 ,0.432
12/03/1972 ,0.432
13/03/1972 ,0.3456
14/03/1972 ,0.2592
15/03/1972 ,0.2592
16/03/1972 ,0.2592
17/03/1972 ,0.2592
18/03/1972 ,0.1728
19/03/1972 ,0.1728
20/03/1972 ,0.1728
21/03/1972 ,0.1728
22/03/1972 ,0.1728
23/03/1972 ,0.1728
24/03/1972 ,0.2592
25/03/1972 ,0.1728
26/03/1972 ,0.1728
27/03/1972 ,0.1728
28/03/1972 ,0.1728
29/03/1972 ,0.1728
30/03/1972 ,0.1728
31/03/1972 ,0.1728
01/04/1972 ,0.0864
